Pathway	GeneID	Symbol	Description	Drought_W24_log2FC	Drought_W24_padj	Drought_W8_log2FC	Drought_W8_padj	W24_vs_W8_Drought_log2FC	W24_vs_W8_Drought_padj	W24_vs_W8_Control_log2FC	W24_vs_W8_Control_padj
Ubiquitin_Proteasome	HORVU5Hr1G088580	HORVU5Hr1G088580		-0.5126	0.401093	-0.2704	0.748751	0.1117	0.621455	0.3539	0.318575
Ethylene	HORVU5Hr1G088680	HORVU5Hr1G088680	Transmembrane 9 superfamily member [Source:UniProtKB/TrEMBL;Acc:A0A287S6Q1]	0.2065	0.74983	0.1322	0.824826	-0.3255	0.606531	-0.3998	0.221648
Serine	HORVU5Hr1G088700	HORVU5Hr1G088700		0.0249	0.936003	0.09	0.851941	-0.3345	0.497758	-0.2694	0.26747
Transcription	HORVU5Hr1G088730	HORVU5Hr1G088730		1.1927	0.510297	0.8996	0.748751	-0.7103	0.380897	-1.0033	0.475954
Transcription	HORVU5Hr1G088750	HORVU5Hr1G088750		0.5075	0.670681	0.8318	0.748751	-0.8516	0.402393	-0.5274	0.309587
Transcription	HORVU5Hr1G088770	HORVU5Hr1G088770		0.4489	0.622742	0.795	0.748751	-0.754	0.386996	-0.4078	0.453193
Transcription	HORVU5Hr1G088860	HORVU5Hr1G088860		-1.8258	0.670681	0	NA	0	NA	1.8258	0.58482
Methionine	HORVU5Hr1G088920	HORVU5Hr1G088920	NADPH--cytochrome P450 reductase [Source:UniProtKB/TrEMBL;Acc:A0A287S723]	0.3081	0.670681	0.8612	0.748751	-0.7234	0.453498	-0.1704	0.767371
Cytokinin	HORVU5Hr1G088940	HORVU5Hr1G088940	Ribosome biogenesis protein BOP1 homolog [Source:UniProtKB/TrEMBL;Acc:M0XD12]	-0.0699	0.84424	0.4382	0.748751	0.2432	0.455731	0.7512	0.219439
IAA	HORVU5Hr1G088970	HORVU5Hr1G088970		0.2487	0.689872	-0.2009	0.748751	0.39	0.576154	-0.0597	0.824154
Wax_Cutin	HORVU5Hr1G088980	HORVU5Hr1G088980		0.0029	0.997371	0.4339	0.748751	-0.6083	0.4747	-0.1773	0.804903
Wax_Cutin	HORVU5Hr1G089000	HORVU5Hr1G089000		-1.8814	0.598523	-0.6387	0.765247	-1.0449	0.638792	0.1978	0.864898
Photosynthesis	HORVU5Hr1G089010	HORVU5Hr1G089010	Mediator of RNA polymerase II transcription subunit 8 [Source:Projected from Arabidopsis thaliana (AT2G03070) UniProtKB/Swiss-Prot;Acc:Q4V3C1]	-0.1457	0.411017	-0.2873	0.748751	0.3675	0.337242	0.2259	0.295964
Wax_Cutin	HORVU5Hr1G089040	HORVU5Hr1G089040		-0.0378	0.97099	0.9408	0.748751	-0.6093	0.481933	0.3693	0.678651
Fatty_Acid	HORVU5Hr1G089090	HORVU5Hr1G089090		0	NA	1.4791	0.748751	-1.4791	0.499628	0	NA
Wax_Cutin	HORVU5Hr1G089110	HORVU5Hr1G089110		0.2811	0.903218	-1.1951	0.80546	4.2172	0.547816	2.741	0.155316
Strigolactone	HORVU5Hr1G089130	HORVU5Hr1G089130		-0.6477	0.670681	1.2333	0.748751	0.1025	0.882363	1.9834	0.306374
Strigolactone	HORVU5Hr1G089150	HORVU5Hr1G089150		-0.8773	0.472713	0.4579	0.789746	0.1439	0.859808	1.479	0.23033
Wax_Cutin	HORVU5Hr1G089160	HORVU5Hr1G089160		1.089	0.721882	0	NA	1.4669	0.606531	0.3779	0.58482
Cytokinin	HORVU5Hr1G089190	HORVU5Hr1G089190		-0.0694	0.967726	0.3801	0.884768	0.8514	0.641376	1.3009	0.152473
Wax_Cutin	HORVU5Hr1G089230	HORVU5Hr1G089230	Fatty acyl-CoA reductase [Source:UniProtKB/TrEMBL;Acc:M0UI24]	1.1637	0.670681	0.372	0.839019	2.1736	0.514206	1.3818	0.458418
Protein_Kinase_Signalling	HORVU5Hr1G089270	HORVU5Hr1G089270		1.032	0.605382	0	NA	2.2387	0.44538	1.2067	0.438066
Photosynthesis	HORVU5Hr1G089280	HORVU5Hr1G089280	TORTIFOLIA1-like protein 2 [Source:Projected from Arabidopsis thaliana (AT2G07170) UniProtKB/Swiss-Prot;Acc:F4IK92]	1.5005	0.670681	-0.548	0.748751	1.5005	0.606531	-0.548	0.58482
Starch	HORVU5Hr1G089380	HORVU5Hr1G089380	Predicted protein [Source:UniProtKB/TrEMBL;Acc:F2D473]	-0.1483	0.649325	0.1502	0.807892	-0.7917	0.388139	-0.4932	0.298925
Protein_Kinase_Signalling	HORVU5Hr1G089400	HORVU5Hr1G089400		0	NA	-0.0266	0.990676	-0.6536	0.606531	-0.6803	0.58482
Protein_Kinase_Signalling	HORVU5Hr1G089410	HORVU5Hr1G089410		-1.5213	0.589865	0	NA	0	NA	1.5213	0.432052
RNA_Processing	HORVU5Hr1G089510	HORVU5Hr1G089510		0.5182	0.670681	0.4036	0.748751	-0.5402	0.499628	-0.6548	0.254207
Protein_Kinase_Signalling	HORVU5Hr1G089620	HORVU5Hr1G089620		-0.4062	0.408417	0.5496	0.748751	-1.5138	0.457933	-0.558	0.406867
Cytokinin	HORVU5Hr1G089740	HORVU5Hr1G089740	CASP-like protein [Source:UniProtKB/TrEMBL;Acc:A0A287S7F6]	1.9838	0.503861	1.4374	0.748751	-0.4089	0.593572	-0.9553	0.180951
ABA	HORVU5Hr1G089770	HORVU5Hr1G089770		-0.3734	0.670681	-0.0343	0.987809	0.2821	0.797838	0.6212	0.495803
ABA	HORVU5Hr1G089780	HORVU5Hr1G089780		-0.0479	0.835902	0.0626	0.919549	-0.1468	0.606531	-0.0364	0.916348
Protein_Kinase_Signalling	HORVU5Hr1G089840	HORVU5Hr1G089840		-2.0416	0.382585	-0.3822	0.875318	-1.9853	0.514653	-0.326	0.787517
Protein_Kinase_Signalling	HORVU5Hr1G089910	HORVU5Hr1G089910		-2.7365	0.670681	0	NA	0	NA	2.7365	0.58482
Protein_Kinase_Signalling	HORVU5Hr1G089930	HORVU5Hr1G089930		0	NA	1.6007	0.748751	-1.6007	0.606531	0	NA
ROS_Scavenging	HORVU5Hr1G089970	HORVU5Hr1G089970		0.0177	0.966851	0.1639	0.834959	-0.0241	0.960029	0.1221	0.73511
ABA	HORVU5Hr1G089980	HORVU5Hr1G089980		-0.1792	0.589865	0.0312	0.951946	-0.0546	0.864649	0.1558	0.453727
ABA	HORVU5Hr1G090000	HORVU5Hr1G090000	U2 snRNP auxiliary factor large subunit [Source:UniProtKB/TrEMBL;Acc:M0V209]	-0.2904	0.36915	0.096	0.848797	-0.0136	0.968057	0.3728	0.129403
Cysteine	HORVU5Hr1G090020	HORVU5Hr1G090020	S-acyltransferase [Source:UniProtKB/TrEMBL;Acc:A0A287S7M0]	-0.0492	0.905035	-0.3963	0.748751	0.4516	0.442936	0.1045	0.598064
ABA	HORVU5Hr1G090270	HORVU5Hr1G090270		0.138	0.670681	0	NA	0.138	0.606531	0	NA
Cytokinin	HORVU5Hr1G091160	HORVU5Hr1G091160		-0.2332	0.697542	-0.1509	0.816078	0.0805	0.847057	0.1627	0.714983
Serine	HORVU5Hr1G091250	HORVU5Hr1G091250		-0.1035	0.597234	-0.0563	0.885541	0.0872	0.712171	0.1344	0.369448
Inositol	HORVU5Hr1G091740	HORVU5Hr1G091740	Mannosyltransferase family protein [Source:Projected from Arabidopsis thaliana (AT5G22130) UniProtKB/TrEMBL;Acc:F4K8F7]	-0.5983	0.441727	-0.1284	0.816057	-0.4573	0.401496	0.0126	0.972217
Inositol	HORVU5Hr1G091750	HORVU5Hr1G091750	Protein TRIGALACTOSYLDIACYLGLYCEROL 3, chloroplastic [Source:Projected from Arabidopsis thaliana (AT1G65410) UniProtKB/Swiss-Prot;Acc:Q9AT00]	-0.0131	0.964006	-0.2422	0.748751	-0.1193	0.511179	-0.3485	0.227802
Protein_Kinase_Signalling	HORVU5Hr1G091790	HORVU5Hr1G091790		-0.1558	0.752297	-0.0608	0.762544	0.446	0.473282	0.541	0.319058
ROS_Scavenging	HORVU5Hr1G091810	HORVU5Hr1G091810		0.7282	0.447733	0.1429	0.827584	0.1271	0.734947	-0.4582	0.444537
ROS_Scavenging	HORVU5Hr1G091820	HORVU5Hr1G091820	Protein DETOXIFICATION [Source:UniProtKB/TrEMBL;Acc:A0A287S8A2]	0.541	0.842739	0	NA	1.4212	0.606531	0.8802	0.58482
Cytokinin	HORVU5Hr1G091910	HORVU5Hr1G091910		0.0334	0.92053	0.2107	0.748751	-0.3737	0.407201	-0.1964	0.353247
ABA	HORVU5Hr1G091920	HORVU5Hr1G091920		-0.2247	0.805999	2.3838	0.748751	-2.7643	0.557782	-0.1558	0.877711
Protein_Kinase_Signalling	HORVU5Hr1G091970	HORVU5Hr1G091970	Predicted protein [Source:UniProtKB/TrEMBL;Acc:F2CQD5]	-0.0646	0.637908	0.0411	0.826698	-0.0222	0.798376	0.0835	0.527705
Purine	HORVU5Hr1G092080	HORVU5Hr1G092080		-0.1793	0.725524	-0.1233	0.750669	-0.2663	0.606531	-0.2103	0.299212
ABA	HORVU5Hr1G092120	HORVU5Hr1G092120		0.6791	0.829809	0	NA	1.7691	0.606531	1.09	0.58482
ABA	HORVU5Hr1G092160	HORVU5Hr1G092160		0.6761	0.829809	0	NA	1.7574	0.606531	1.0813	0.58482
Translation	HORVU5Hr1G092170	HORVU5Hr1G092170		-0.0313	0.690457	-0.1425	0.748751	0.2677	0.425196	0.1566	0.42626
Photosynthesis	HORVU5Hr1G092180	HORVU5Hr1G092180	Nuclear pore complex protein GP210 [Source:Projected from Arabidopsis thaliana (AT5G40480) UniProtKB/Swiss-Prot;Acc:F4KHD8]	-0.1449	0.670681	-0.0181	0.979918	0.2123	0.56004	0.3391	0.461046
Tryptophan	HORVU5Hr1G092190	HORVU5Hr1G092190	Arogenate dehydratase [Source:UniProtKB/TrEMBL;Acc:M0X229]	0.9376	0.447982	1.4867	0.748751	-0.8782	0.606531	-0.3292	0.58482
Cytokinin	HORVU5Hr1G092200	HORVU5Hr1G092200		-0.0867	0.893085	0.0076	0.989363	-0.3019	0.505412	-0.2077	0.641401
Cytokinin	HORVU5Hr1G092220	HORVU5Hr1G092220		-0.0947	0.968849	1.6244	0.748751	-1.1715	0.46438	0.5475	0.77928
tRNA_Aminoacylation	HORVU5Hr1G092240	HORVU5Hr1G092240	Glutamyl-tRNA(Gln) amidotransferase subunit C, chloroplastic/mitochondrial [Source:UniProtKB/TrEMBL;Acc:A0A287S8H7]	0.417	0.410876	0.0762	0.903634	-0.0189	0.939696	-0.3597	0.461683
Photosynthesis	HORVU5Hr1G092250	HORVU5Hr1G092250	RHOMBOID-like protein 15 [Source:Projected from Arabidopsis thaliana (AT3G58460) UniProtKB/TrEMBL;Acc:F4J5V3]	-0.1524	0.670681	0.0867	0.915196	-0.4207	0.566322	-0.1817	0.193411
Translation	HORVU5Hr1G092260	HORVU5Hr1G092260		0.0903	0.668385	-0.197	0.748751	0.2781	0.527753	-0.0092	0.928761
Cytokinin	HORVU5Hr1G092270	HORVU5Hr1G092270		-0.3836	0.507226	-0.128	0.758739	0.0372	0.90147	0.2928	0.348769
ROS_Scavenging	HORVU5Hr1G092290	HORVU5Hr1G092290		1.166	0.670681	2.4411	0.748751	-3.4603	0.500613	-2.1852	0.33003
Translation	HORVU5Hr1G092310	HORVU5Hr1G092310		-0.4326	0.670253	0.1611	0.865084	-1.8507	0.386996	-1.257	0.111896
ABA	HORVU5Hr1G092430	HORVU5Hr1G092430		-0.4078	0.589865	0.1313	0.900039	-0.3784	0.606531	0.1608	0.682046
ABA	HORVU5Hr1G092490	HORVU5Hr1G092490		-0.0128	0.964688	-0.2153	0.748751	-0.0233	0.787313	-0.2259	0.376751
Cytokinin	HORVU5Hr1G092510	HORVU5Hr1G092510		-0.0202	0.961778	0.8807	0.748751	-0.7612	0.426607	0.1397	0.564595
Photosynthesis	HORVU5Hr1G092560	HORVU5Hr1G092560	At4g19350 [Source:Projected from Arabidopsis thaliana (AT4G19350) UniProtKB/TrEMBL;Acc:Q8LAF5]	-0.0625	0.87348	-0.0386	0.931969	-0.7499	0.353192	-0.7261	0.095086
Chaperone	HORVU5Hr1G092610	HORVU5Hr1G092610		-0.1955	0.670681	-0.1679	0.78027	-0.0058	0.990916	0.0219	0.886152
Chaperone	HORVU5Hr1G092620	HORVU5Hr1G092620		-0.5372	0.612131	-0.0094	0.994889	-0.4289	0.693093	0.0989	0.839816
ROS_Scavenging	HORVU5Hr1G092650	HORVU5Hr1G092650		1.2648	0.670681	0.5407	0.748751	-0.6809	0.581784	-1.405	0.522203
Cytokinin	HORVU5Hr1G092660	HORVU5Hr1G092660		0.361	0.703144	0.0938	0.937919	-0.5202	0.606531	-0.7875	0.234061
ABA	HORVU5Hr1G092700	HORVU5Hr1G092700	Similar to Nf-Y-A subunit [Source: Projected from Oryza sativa (Os03g0647600)]	-0.17	0.656655	0.178	0.750037	0.0265	0.942424	0.3746	0.283592
Cytokinin	HORVU5Hr1G092740	HORVU5Hr1G092740		0.146	0.639633	-0.1057	0.870553	-0.4427	0.380093	-0.6943	0.318313
Flavonoid	HORVU5Hr1G092770	HORVU5Hr1G092770		-0.3053	0.883334	0.6432	0.748751	-2.2791	0.465352	-1.3307	0.344321
Translation	HORVU5Hr1G092800	HORVU5Hr1G092800		-0.2059	0.439334	-0.3744	0.748751	0.0781	0.606531	-0.0904	0.635619
Brassinosteroid	HORVU5Hr1G092820	HORVU5Hr1G092820	Serine/threonine-protein phosphatase [Source:UniProtKB/TrEMBL;Acc:A0A287S9D6]	-0.3108	0.504873	-0.1789	0.748751	0.0471	0.83827	0.179	0.501972
ABA	HORVU5Hr1G092840	HORVU5Hr1G092840	DNA-directed RNA polymerase subunit beta [Source:UniProtKB/TrEMBL;Acc:A0A287S9C1]	-0.2155	0.589865	-0.2044	0.748751	0.2896	0.396085	0.3006	0.308737
ABA	HORVU5Hr1G092850	HORVU5Hr1G092850		3.6403	0.589865	3.7533	0.748751	-1.5378	0.456517	-1.4248	0.577549
Purine	HORVU5Hr1G092900	HORVU5Hr1G092900		0.1018	0.670681	0.1191	0.748751	0.0161	0.932216	0.0334	0.70073
ABA	HORVU5Hr1G092910	HORVU5Hr1G092910		2.39	0.670681	-0.6194	0.858962	1.5768	0.667396	-1.4326	0.58482
ABA	HORVU5Hr1G092920	HORVU5Hr1G092920		0.1483	0.664726	-0.2982	0.748751	0.196	0.433134	-0.2506	0.379792
Proline	HORVU5Hr1G092960	HORVU5Hr1G092960	Ornithine aminotransferase, mitochondrial [Source:Projected from Arabidopsis thaliana (AT5G46180) UniProtKB/Swiss-Prot;Acc:Q9FNK4]	-0.4599	0.589865	-0.138	0.768695	-0.1218	0.804888	0.2001	0.58482
Inositol	HORVU5Hr1G092990	HORVU5Hr1G092990		-0.1979	0.591837	-0.0168	0.985664	0.651	0.372216	0.8321	0.148955
Protein_Kinase_Signalling	HORVU5Hr1G093040	HORVU5Hr1G093040		-1.4291	0.465913	1.0618	0.748751	-0.8859	0.505829	1.605	0.311432
Lysine	HORVU5Hr1G093090	HORVU5Hr1G093090		-1.4828	0.542711	-0.3273	0.864457	-2.3	0.512098	-1.1444	0.374993
Ubiquitin_Proteasome	HORVU5Hr1G093120	HORVU5Hr1G093120		-0.3795	0.466543	-0.0282	0.963293	-0.2074	0.622687	0.144	0.486297
Cytokinin	HORVU5Hr1G093140	HORVU5Hr1G093140		-0.1991	0.930374	-0.7526	0.748751	1.3869	0.606531	0.8335	0.58482
ABA	HORVU5Hr1G093150	HORVU5Hr1G093150		0.2899	0.641281	0.6988	0.748751	-0.4268	0.683117	-0.0178	0.964951
Jasmonate_JA	HORVU5Hr1G093160	HORVU5Hr1G093160		0.2266	0.589865	-0.1331	0.748751	-0.0984	0.606531	-0.458	0.203086
ROS_Scavenging	HORVU5Hr1G093230	HORVU5Hr1G093230		-0.1466	0.504322	-0.1382	0.748751	0.012	0.862946	0.0205	0.856818
ROS_Scavenging	HORVU5Hr1G093250	HORVU5Hr1G093250	Patatin [Source:UniProtKB/TrEMBL;Acc:A0A287S9W5]	1.0425	0.611956	1.9672	0.748751	-2.174	0.391297	-1.2494	0.344757
Cytokinin	HORVU5Hr1G093260	HORVU5Hr1G093260	Vacuolar protein sorting-associated protein 2 homolog 2 [Source:Projected from Arabidopsis thaliana (AT5G44560) UniProtKB/Swiss-Prot;Acc:Q0WTY4]	-0.2849	0.670681	-0.2639	0.748751	-1.1478	0.34044	-1.1268	0.165183
Cytokinin	HORVU5Hr1G093270	HORVU5Hr1G093270	RECA1 [Source:Projected from Arabidopsis thaliana (AT1G79050) UniProtKB/TrEMBL;Acc:A0A178WA75]	-0.3084	0.670681	-0.6947	0.748751	-0.1238	0.73454	-0.5101	0.353181
Ethylene	HORVU5Hr1G093280	HORVU5Hr1G093280		0.3078	0.670681	0.283	0.748751	-0.3247	0.594909	-0.3494	0.168425
Translation	HORVU5Hr1G093300	HORVU5Hr1G093300		-0.1852	0.599911	0.0625	0.898604	-0.1024	0.69559	0.1453	0.58482
Leucine	HORVU5Hr1G093370	HORVU5Hr1G093370		0.084	0.771838	0.0166	0.970671	-0.1184	0.71445	-0.1858	0.155282
Cytokinin	HORVU5Hr1G093430	HORVU5Hr1G093430	Predicted protein [Source:UniProtKB/TrEMBL;Acc:F2EJ98]	0.2558	0.86128	0.4403	0.803448	-0.4099	0.712907	-0.2254	0.835217
ROS_Scavenging	HORVU5Hr1G093450	HORVU5Hr1G093450		0.6521	0.557603	0.1348	0.889276	0.4897	0.529579	-0.0276	0.960599
IAA	HORVU5Hr1G093460	HORVU5Hr1G093460		-0.159	0.904103	0.2862	0.748751	1.3002	0.551671	1.7454	0.222986
Flavonoid	HORVU5Hr1G093500	HORVU5Hr1G093500		-0.1648	0.892763	-0.6643	0.793359	-0.0644	0.91591	-0.5639	0.702141
ROS_Scavenging	HORVU5Hr1G093520	HORVU5Hr1G093520		0	NA	-0.8949	0.748751	0	NA	-0.8949	0.58482
Cytokinin	HORVU5Hr1G093530	HORVU5Hr1G093530		0.4539	0.670681	-0.0962	0.82977	0.6108	0.529812	0.0607	0.758542
ROS_Scavenging	HORVU5Hr1G093570	HORVU5Hr1G093570		0.1821	0.886296	-0.9528	0.748751	0.8419	0.586388	-0.2929	0.778049
IAA	HORVU5Hr1G093580	HORVU5Hr1G093580	Auxin-responsive protein [Source:UniProtKB/TrEMBL;Acc:A0A287SAF3]	1.9094	0.670681	1.8156	0.748751	1.0224	0.654591	0.9286	0.476386
ROS_Scavenging	HORVU5Hr1G093590	HORVU5Hr1G093590		0.139	0.754836	0.4952	0.748751	-0.6703	0.494792	-0.3142	0.32926
IAA	HORVU5Hr1G093640	HORVU5Hr1G093640	Auxin-responsive protein [Source:UniProtKB/TrEMBL;Acc:A0A287SAG1]	-0.6797	0.670681	3.0961	0.748751	-0.5131	0.71588	3.2627	0.309093
Starch	HORVU5Hr1G093650	HORVU5Hr1G093650	Predicted protein [Source:UniProtKB/TrEMBL;Acc:F2E2H8]	0.3688	0.470062	0.1157	0.812973	-0.2674	0.534196	-0.5205	0.184278
Protein_Kinase_Signalling	HORVU5Hr1G093660	HORVU5Hr1G093660	Non-specific serine/threonine protein kinase [Source:UniProtKB/TrEMBL;Acc:F2EFG2]	0.1159	0.670681	-0.2119	0.748751	0.3424	0.358985	0.0145	0.944755
Omega6_Fatty_Acid	HORVU5Hr1G093700	LoxC	Lipoxygenase [Source:UniProtKB/TrEMBL;Acc:F2CWD2]	2.595	0.580103	1.2847	0.748751	0.5918	0.675155	-0.7185	0.341307
Chaperone	HORVU5Hr1G093710	HORVU5Hr1G093710		-0.0287	0.854018	0.0263	0.952748	-0.2397	0.508865	-0.1847	0.40803
Ubiquitin_Proteasome	HORVU5Hr1G093720	HORVU5Hr1G093720	Predicted protein [Source:UniProtKB/TrEMBL;Acc:F2DKU2]	-0.1798	0.638743	0.367	0.748751	-0.5421	0.302899	0.0047	0.984601
Omega6_Fatty_Acid	HORVU5Hr1G093770	HORVU5Hr1G093770	Lipoxygenase [Source:UniProtKB/TrEMBL;Acc:F2D961]	1.05	0.50949	2.6687	0.748751	-0.8244	0.606531	0.7943	0.635922
Ubiquitin_Proteasome	HORVU5Hr1G093850	HORVU5Hr1G093850		0.6313	0.513036	0.7228	0.748751	0.1122	0.904549	0.2037	0.612284
Cytokinin	HORVU5Hr1G093860	HORVU5Hr1G093860		-0.5462	0.777357	1.9608	0.748751	-4.4954	0.408139	-1.9884	0.405319
Ubiquitin_Proteasome	HORVU5Hr1G093880	HORVU5Hr1G093880		0.5087	0.581438	0.8742	0.748751	-0.0187	0.988905	0.3468	0.547651
Chaperone	HORVU5Hr1G093930	HORVU5Hr1G093930		0.3341	0.620152	0.229	0.748751	-0.5562	0.391297	-0.6613	0.156159
Flavonoid	HORVU5Hr1G093950	HORVU5Hr1G093950		-2.5274	0.670681	1.7087	0.748751	-7.8775	0.489831	-3.6415	0.444405
Cytokinin	HORVU5Hr1G093960	HORVU5Hr1G093960	Predicted protein; Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:M0Z019]	0.8353	0.670681	1.3185	0.748751	-0.4608	0.676048	0.0224	0.962091
ROS_Scavenging	HORVU5Hr1G093970	HORVU5Hr1G093970		-0.151	0.656529	0.2349	0.834788	-0.5434	0.566322	-0.1575	0.722786
Photosynthesis	HORVU5Hr1G093980	HORVU5Hr1G093980	Vacuolar sorting protein 18 [Source:Projected from Arabidopsis thaliana (AT1G12470) UniProtKB/Swiss-Prot;Acc:F4IDS7]	-0.1931	0.514996	0.0062	0.982129	0.2046	0.450651	0.4039	0.128331
Cytokinin	HORVU5Hr1G094000	HORVU5Hr1G094000	ALA-interacting subunit [Source:UniProtKB/TrEMBL;Acc:A0A287SB03]	-1.3451	0.350106	-0.2696	0.748751	0.2502	0.722189	1.3257	0.107926
Photosynthesis	HORVU5Hr1G094020	HORVU5Hr1G094020	Deoxyhypusine synthase [Source:Projected from Arabidopsis thaliana (AT5G05920) UniProtKB/Swiss-Prot;Acc:Q9FI94]	-0.149	0.592642	-0.0205	0.95402	-0.2176	0.514836	-0.0891	0.476775
MAPK_Signalling	HORVU5Hr1G094050	HORVU5Hr1G094050		-0.07	0.828395	-0.5187	0.748751	0.7892	0.380573	0.3405	0.331526
Ubiquitin_Proteasome	HORVU5Hr1G094120	HORVU5Hr1G094120		0.8193	0.805613	0	NA	3.0469	0.606531	2.2276	0.476045
Ubiquitin_Proteasome	HORVU5Hr1G094160	HORVU5Hr1G094160		-0.3881	0.473411	0.603	0.748751	0.5839	0.376486	1.575	0.111896
Ubiquitin_Proteasome	HORVU5Hr1G094190	HORVU5Hr1G094190		0.3504	0.73855	1.095	0.748751	3.6038	0.354282	4.3483	0.307408
IAA	HORVU5Hr1G094220	HORVU5Hr1G094220	Auxin-responsive protein [Source:UniProtKB/TrEMBL;Acc:A0A287SBC6]	0.3433	0.827804	-0.3606	0.748751	1.1738	0.552523	0.47	0.636148
IAA	HORVU5Hr1G094230	HORVU5Hr1G094230		-0.0779	0.838916	-0.1628	0.856769	-0.0459	0.930554	-0.1307	0.759226
IAA	HORVU5Hr1G094240	HORVU5Hr1G094240	Auxin-responsive protein [Source:UniProtKB/TrEMBL;Acc:A0A287SBD4]	0.7896	0.804343	0	NA	5.6625	0.520703	4.8728	0.58482
IAA	HORVU5Hr1G094270	HORVU5Hr1G094270		0.4346	0.749653	0.0588	0.969066	0.6723	0.606531	0.2964	0.361341
Photosynthesis	HORVU5Hr1G094280	HORVU5Hr1G094280	AT4G22880 protein [Source:Projected from Arabidopsis thaliana (AT4G22880) UniProtKB/TrEMBL;Acc:Q0WWD6]	1.3671	0.670681	0	NA	1.3671	0.606531	0	NA
Purine	HORVU5Hr1G094300	HORVU5Hr1G094300		-0.9061	0.501315	-1.075	0.748751	0.5345	0.260684	0.3656	0.531401
Protein_Kinase_Signalling	HORVU5Hr1G094350	HORVU5Hr1G094350		0.0268	0.903339	0.0179	0.932278	0.0294	0.8267	0.0205	0.899922
Asparagine	HORVU5Hr1G094370	HORVU5Hr1G094370	Predicted protein [Source:UniProtKB/TrEMBL;Acc:F2D074]	-0.7988	0.529988	-0.0183	0.980263	-0.679	0.380897	0.1015	0.842729
Photosynthesis	HORVU5Hr1G094380	HORVU5Hr1G094380	Heat stress transcription factor A-2 [Source:Projected from Arabidopsis thaliana (AT2G26150) UniProtKB/Swiss-Prot;Acc:O80982]	0.9248	0.240302	0.5398	0.748751	-0.0938	0.765169	-0.4788	0.399859
ABA	HORVU5Hr1G094420	HORVU5Hr1G094420		0.0504	0.933344	0.3927	0.748751	0.4779	0.512724	0.8202	0.184782
Lignin	HORVU5Hr1G094430	HMA3	Heavy metal-transporting P1B-ATPase, Root-to-shoot cadmium (Cd) translocatio [Source: Projected from Oryza sativa (Os07g0232900)]	-0.6972	0.411017	-1.2432	0.748751	1.0371	0.390991	0.4911	0.251653
Flavonoid	HORVU5Hr1G094450	HORVU5Hr1G094450	Glycosyltransferase [Source:UniProtKB/TrEMBL;Acc:A0A287SBR3]	-0.1136	0.932602	0	NA	1.5711	0.342437	1.6846	0.439843
Flavonoid	HORVU5Hr1G094460	HORVU5Hr1G094460		1.6021	0.59767	1.0289	0.748751	0.9541	0.600651	0.3809	0.753693
Cytokinin	HORVU5Hr1G094490	HORVU5Hr1G094490		0.0892	0.973623	-1.9738	0.748751	1.1984	0.606531	-0.8646	0.58482
Photosynthesis	HORVU5Hr1G094510	HORVU5Hr1G094510	ATMRK1 [Source:Projected from Arabidopsis thaliana (AT3G63260) UniProtKB/TrEMBL;Acc:O22100]	-0.328	0.569225	-0.2581	0.748751	0.1096	0.732852	0.1795	0.535631
Photosynthesis	HORVU5Hr1G094540	HORVU5Hr1G094540	Autophagy-related protein 16 [Source:Projected from Arabidopsis thaliana (AT5G50230) UniProtKB/Swiss-Prot;Acc:Q6NNP0]	-0.2662	0.350106	-0.2317	0.748751	0.142	0.599723	0.1764	0.577549
Cytokinin	HORVU5Hr1G094560	HORVU5Hr1G094560		-0.0677	0.953394	0.2552	0.748751	-0.2293	0.625759	0.0935	0.903155
Purine	HORVU5Hr1G094580	HORVU5Hr1G094580	tRNA (guanine-N(7)-)-methyltransferase non-catalytic subunit [Source:UniProtKB/TrEMBL;Acc:M0XP47]	0.035	0.924734	-0.0333	0.914686	0.2697	0.499628	0.2013	0.463835
Cytokinin	HORVU5Hr1G094590	HORVU5Hr1G094590		2.0141	0.568417	2.658	0.777895	-1.6212	0.711039	-0.9772	0.727885
Cytokinin	HORVU5Hr1G094660	HORVU5Hr1G094660		-0.7777	0.604067	0.5095	0.748751	-0.6801	0.556973	0.607	0.533647
Cytokinin	HORVU5Hr1G094670	HORVU5Hr1G094670		-0.0202	0.959919	0.0547	0.955528	-0.3523	0.606531	-0.2774	0.356724
ABA	HORVU5Hr1G094680	HORVU5Hr1G094680		-0.7785	0.670681	0	NA	0	NA	0.7785	0.58482
tRNA_Aminoacylation	HORVU5Hr1G094690	HORVU5Hr1G094690	Dirigent protein [Source:UniProtKB/TrEMBL;Acc:M0YEW5]	1.233	0.670681	0.507	0.870553	-1.9664	0.583546	-2.6924	0.456838
tRNA_Aminoacylation	HORVU5Hr1G094700	HORVU5Hr1G094700	Dirigent protein [Source:UniProtKB/TrEMBL;Acc:M0ZAR5]	-1.844	0.635913	1.6966	0.748751	-5.5968	0.502335	-2.0562	0.434463
tRNA_Aminoacylation	HORVU5Hr1G094710	HORVU5Hr1G094710	Dirigent protein [Source:UniProtKB/TrEMBL;Acc:M0Z1U1]	-2.7706	0.670681	1.8505	0.748751	-6.2121	0.50261	-1.591	0.44252
