og_id	c00	c01	c02	c03	c04	c05	c06	c07	c08	c09	c10	c11	c12	c13	c14	c15
37HDQ	1.0622	1.0681	0.6390	0.7162	0.5269	0.7269	0.8016	1.0219	0.9766	1.0668	0.7471	0.1354	0.0128	0.9649	1.3952	1.3588
37HDR	5.6449	4.8459	5.2251	5.3107	4.8524	5.5554	5.3289	5.6977	4.8633	5.4311	5.6725	3.5211	4.9327	5.6083	3.6065	3.0545
37HDS	0.4429	0.4849	0.5642	0.3766	0.1447	0.5672	0.4165	0.3498	0.5637	0.6062	0.3355	0.1615	0.4930	0.6856	0.0455	0.1320
37HDT	2.4102	2.0970	2.2893	2.5324	2.2488	2.8430	2.5093	2.6335	2.0418	2.3684	2.3356	1.0404	1.4588	2.5231	1.3277	1.3357
37HDU	1.9866	1.6315	1.9333	1.9890	1.1268	2.1696	1.9544	1.9616	1.5839	1.7243	2.0241	0.6813	1.2361	1.9630	0.6762	1.4067
37HDV	0.7962	0.5186	0.4380	1.0625	0.6622	0.6569	1.5870	0.7365	0.5093	0.6204	0.8886	0.5227	0.0734	0.8477	0.1631	0.6739
37HDW	3.4914	2.7174	3.5519	3.9223	1.8824	4.5817	4.2431	4.3364	2.8721	3.5548	3.4431	0.4774	1.9407	4.2089	1.5808	1.8801
37HDX	3.3018	2.9673	2.6175	2.8623	1.9454	3.0137	2.9600	3.4475	2.7593	3.0969	3.2376	1.1196	2.2542	3.2163	1.7390	1.1584
37HDY	4.4966	3.7995	3.9180	4.3062	3.3945	4.5488	4.4512	4.5755	3.7654	4.2760	4.5111	1.2986	3.7605	4.5815	2.4630	2.2722
37HDZ	1.7175	1.4169	1.7969	1.8999	0.8960	2.3748	2.3212	2.2160	1.4578	1.8201	1.6031	0.2334	1.5280	2.1752	0.6086	0.8530
37HE0	6.4580	5.6939	6.2757	6.6735	6.7348	6.9730	6.6414	6.8010	5.8401	6.3768	6.4165	3.1098	7.2166	6.5040	4.0023	3.2854
37HE1	2.4046	2.4991	2.7270	2.7852	1.7878	2.5299	2.6862	3.0660	2.5041	2.5100	2.5483	1.7329	1.3942	2.7934	1.5309	1.3761
37HE2	3.2063	3.0925	2.7406	2.8689	1.5476	2.9285	3.1067	3.2247	2.8078	2.7268	3.1781	1.0169	1.6635	3.1651	2.3621	1.5232
37HE3	1.9727	3.1589	1.4330	0.8516	1.7269	1.2367	0.8243	0.8350	2.5092	1.8593	1.7715	0.6505	0.6767	1.5522	2.8055	0.7357
37HE4	0.7977	0.6387	0.3129	0.5954	0.2606	0.6710	0.6504	0.6518	0.4407	0.5856	0.7402	0.0112	0.0028	0.6922	0.4610	0.2314
37HE5	4.2387	2.8947	3.8696	3.5859	3.2064	3.8303	3.7059	4.3620	3.1978	3.7312	4.1723	2.4158	2.5897	3.9070	1.6148	1.5199
37HE6	4.1545	3.3713	3.8972	4.0718	1.9349	4.0936	4.6394	4.2462	3.6153	4.0219	4.2049	0.8670	3.5700	4.5271	1.5805	2.2978
37HE7	0.6269	0.5192	0.4623	0.6022	0.4883	1.0097	0.8402	0.6789	0.4527	0.6691	0.3956	0.1924	0.0503	0.9541	0.6055	0.4339
37HE8	3.0652	4.1312	3.2001	2.3579	2.4482	2.5415	2.2806	2.0006	3.8094	3.0159	2.9028	1.3138	4.1512	2.8783	2.8011	1.0788
37HE9	3.3425	4.4396	4.3298	3.0349	4.0373	3.5129	2.9656	2.7726	4.4427	3.7161	3.1464	2.5796	4.8006	3.5437	3.3171	1.4428
37HEA	2.9098	2.4996	2.6069	2.7483	1.7524	2.9060	2.7514	2.9523	2.4382	2.7149	3.1638	0.9134	2.7232	3.0589	1.1899	0.9745
37HEB	3.0067	3.9790	3.4396	2.6637	2.7680	2.8173	2.6470	2.7304	3.7898	3.0580	3.0843	1.5410	4.1230	3.2303	3.4732	1.4670
37HEC	3.8731	3.9135	3.8915	3.4648	2.8910	3.5039	3.3400	4.2198	3.7232	3.9005	3.8279	2.3079	2.7593	3.7705	3.0071	2.3983
37HED	2.3536	2.0244	1.8639	1.8739	1.3820	2.2068	1.9011	2.3385	1.8303	2.0345	2.4118	0.8515	0.8226	2.3874	1.1752	0.6378
37HEE	0.5549	0.6667	0.8197	1.0085	0.2917	1.2814	1.4174	0.6010	0.7535	0.7556	0.4690	0.1376	1.2997	1.7666	0.2147	0.5313
37HEF	3.4186	2.9254	3.6334	2.8614	1.3920	2.7353	2.7003	4.0992	3.0514	3.1969	3.7650	0.7671	2.0689	3.4490	1.8052	1.4002
37HEG	4.1256	3.0912	3.2779	3.2179	2.7461	2.7167	3.1193	3.4224	3.0722	3.1376	4.2282	1.0873	1.4303	3.3755	2.2366	1.2583
37HEH	3.5203	3.1359	3.2813	3.2798	2.0896	3.4819	3.1896	3.5582	3.0762	3.3177	3.5869	1.4104	2.6481	3.6296	1.8591	1.3781
37HEI	2.0935	1.8500	1.8530	2.3167	1.9041	2.6084	2.3730	2.2700	1.7860	2.1348	2.1125	0.9181	1.1471	2.3396	1.4059	1.4293
37HEJ	1.3693	0.8421	0.3954	0.7260	0.2538	0.6396	0.5773	0.9036	0.6309	0.8266	1.2355	0.1100	0.0096	0.9148	0.1211	0.1716
37HEK	2.5099	2.8931	3.1389	2.8614	1.2991	2.4369	3.2870	3.4822	2.8625	2.5781	2.3006	0.4275	2.0546	2.8667	1.3300	1.8776
37HEM	2.0952	1.5243	1.3855	1.9350	0.9223	2.2401	1.8916	1.9644	1.4322	1.7339	2.1554	0.2742	1.5467	2.0935	0.9861	0.9115
37HEN	0.6691	1.7572	0.9653	0.5982	0.3340	0.6161	0.6665	1.4287	1.3644	1.1471	0.7391	0.0980	0.0780	1.0033	1.8637	0.4420
37HEP	2.9247	3.3667	3.7415	3.6242	2.5332	3.7207	3.7649	3.9070	3.3838	3.6021	3.3302	2.0571	2.3751	3.7675	2.0604	1.6563
37HEQ	0.8005	0.7846	0.9220	1.0621	0.5239	1.2470	1.0195	1.0110	0.8298	0.9383	0.8073	0.2133	0.4523	1.1301	0.8344	0.8283
37HER	3.0540	4.2496	3.4343	2.3449	2.1218	2.2104	2.0122	2.3059	4.0323	2.8640	3.0372	0.8440	4.2436	2.7009	2.7619	1.1860
37HES	1.3281	1.6905	1.2961	1.2600	0.9495	1.3544	1.4390	2.7606	1.5795	1.7592	1.1877	0.4850	0.0834	1.8295	1.5533	1.0920
37HET	0.8192	0.8487	0.6137	0.7591	0.5343	1.0610	0.8295	0.8709	0.7690	1.0313	0.7507	0.0505	0.0146	1.0776	1.1783	0.6809
37HEU	1.4285	1.3574	1.9194	1.6998	0.9669	2.2177	2.2210	1.9131	1.4515	1.8533	1.5663	0.4611	0.8756	2.1911	0.6846	1.0474
37HEV	1.4323	0.9873	2.0785	1.9600	1.7360	3.4661	2.6099	2.4637	1.2320	1.9685	1.0576	0.9544	2.5786	2.5585	0.2424	0.4316
37HEW	2.4554	2.8874	2.7671	2.3508	1.6950	1.9018	2.3904	3.3527	2.7519	2.6841	2.7836	1.0002	1.3950	2.4797	1.6604	2.0396
37HEX	1.8378	3.8313	2.8122	1.8419	2.7061	1.9488	1.4134	1.0421	3.6938	2.7059	1.8127	1.3940	4.4160	2.2528	4.6877	3.1968
37HEY	2.4946	1.4956	0.5771	0.9152	0.2991	1.0017	0.6338	1.7611	1.0494	1.3686	2.2111	0.1018	0.0126	1.5164	0.2343	1.3594
37HEZ	1.7831	1.9062	1.8052	1.9011	1.6819	2.2826	2.0762	2.1464	1.7455	1.9729	2.0083	1.0194	0.7143	2.1352	1.4061	2.2231
37HF0	0.9732	0.1258	0.4302	0.2982	0.1925	0.2699	0.1478	1.7424	0.1246	0.6002	0.3836	0.0148	0.0013	0.2401	0.1052	0.1040
37HF1	4.1103	7.3507	5.7121	3.1194	5.3204	4.1716	2.5006	2.3596	7.1497	5.6678	3.8305	1.9989	8.0415	5.1360	5.7182	2.7490
37HF2	3.0850	2.5575	2.6682	3.4211	1.9851	3.5241	3.6786	3.2739	2.5719	2.8759	2.9572	1.6287	1.8108	3.5052	2.7430	1.5995
37HF3	2.8085	3.4828	2.5566	2.2687	2.2996	2.4072	1.8913	2.2320	3.1355	2.8148	2.9560	1.1230	2.1138	2.6931	2.2481	1.5449
37HF4	4.2189	3.2762	3.4285	3.6990	2.6366	3.8468	3.5639	3.8653	3.2314	3.6400	4.2520	1.2241	2.9500	3.8897	2.1010	1.2856
37HF5	2.4429	3.3167	2.5095	2.4549	1.5862	2.8132	2.6290	2.3635	2.9901	2.6688	2.3449	0.7798	2.6572	2.9466	2.4142	1.1574
37HF6	2.9913	4.0026	2.8014	2.4024	2.3243	2.3997	2.3000	2.1173	3.6878	2.9713	3.0672	1.0379	2.8085	2.7773	2.7906	2.0326
37HF7	1.7408	1.4252	1.5991	1.6336	1.3506	1.9365	1.7208	1.7365	1.4069	1.5993	1.5641	0.5661	1.3032	1.7730	0.7402	0.4753
37HF8	0.1031	0.0523	0.0562	0.0474	0.0481	0.0922	0.0293	0.1652	0.0483	0.1321	0.0797	0.0040	0.0001	0.1233	0.0111	0.0628
37HF9	0.9503	0.8405	0.7103	0.7358	1.0507	0.6107	1.0201	1.0174	0.8856	0.8495	0.6623	0.5687	0.2534	0.8359	0.5389	0.6478
37HFA	2.0960	1.4513	1.0268	1.6363	1.2562	1.3070	2.0984	1.6470	1.4130	1.6705	2.1227	1.8210	1.3221	2.4651	0.6699	1.8290
37HFB	2.6631	2.3112	1.9623	2.2886	1.4001	2.2500	2.4104	2.3297	2.0818	2.2743	2.5347	0.9158	1.5884	2.3289	1.4564	0.8573
37HFC	3.3545	3.1807	3.0667	3.1591	1.7689	3.3916	3.1932	3.6758	2.9879	3.3270	3.3083	0.8299	2.2506	3.4779	2.2556	1.5863
37HFD	1.6110	2.2155	2.3078	2.5005	1.5761	2.6950	2.9524	3.2544	1.9481	2.3435	1.8675	0.4380	0.3629	2.6895	1.6542	0.6007
37HFE	3.6090	2.9585	3.1410	3.5331	2.9482	3.5249	3.4775	3.4830	2.8819	3.1955	3.4744	1.7129	2.0571	3.2884	1.9033	2.0157
37HFF	3.9145	3.5716	3.3632	2.9387	2.6055	3.5533	3.2447	4.0255	3.5558	3.8077	3.9227	1.4275	2.3565	3.9215	2.0875	1.8400
37HFG	2.8597	2.6649	2.6440	2.7022	2.1536	3.0622	2.6454	2.9231	2.5488	2.6638	2.9311	1.0348	3.3034	3.0742	1.6021	0.6760
37HFH	1.0008	1.1111	1.8268	1.6496	1.4181	2.2041	1.9384	1.6666	1.2871	1.4350	0.9864	1.2621	1.8521	1.8198	0.7278	1.1410
37HFI	2.1551	1.1744	1.3624	1.3433	0.6469	1.2450	1.1749	1.8653	1.1396	1.4582	2.3650	1.0053	0.8982	1.8131	0.2614	0.5845
37HFJ	1.9518	1.9971	1.8996	1.9444	1.0629	1.8668	1.9362	1.3969	1.9630	1.8290	2.0747	0.5080	1.7280	2.0007	1.2327	0.7258
37HFK	2.1290	0.9835	0.4707	1.2307	0.2919	1.1805	1.4076	1.0130	0.7587	1.4466	1.8135	0.1512	0.0077	1.5427	0.1255	0.2041
37HFM	3.5776	3.1047	3.1969	2.9207	1.5341	2.9306	2.9495	3.6381	3.0246	2.9311	3.5181	0.6844	2.1081	3.3125	1.7697	1.6565
37HFN	3.3272	3.0959	3.2672	3.3282	2.0662	3.1223	3.2467	3.5072	3.0047	3.2166	3.4884	0.9240	2.2058	3.2785	1.9729	1.4642
37HFP	3.4486	4.8516	4.0082	2.8557	2.9954	3.4249	2.6211	2.2586	4.6501	3.8503	3.3701	1.4395	5.4692	3.6200	3.6163	1.1429
37HFQ	3.3087	2.9504	3.0390	3.0014	2.5014	3.0990	2.9764	3.1494	2.8900	3.0432	3.4943	2.4993	2.3062	3.4244	1.7995	1.5214
37HFR	2.3518	2.3862	2.2237	2.5020	1.7047	2.4255	2.5621	2.4952	2.2950	2.3608	2.3406	0.8375	2.6255	2.5666	2.1630	1.0809
37HFS	3.0017	2.6818	3.0880	3.2576	2.9669	3.5102	3.3015	3.4503	2.8280	3.0888	3.0276	1.4743	3.1749	3.5999	1.8191	1.0255
37HFT	2.2728	2.5901	2.2320	2.3095	1.2438	2.2986	2.4493	1.6917	2.4595	2.3329	2.2933	0.4351	1.5303	2.3171	1.7434	1.1407
37HFU	2.8245	2.5921	2.6129	2.7153	1.7504	2.9068	2.7985	2.9060	2.4610	2.6648	2.8095	1.6841	1.6116	2.9264	1.9386	2.5811
37HFV	2.1473	2.5779	2.4861	2.1768	2.2045	2.5470	2.2960	2.3454	2.5506	2.4235	2.2227	1.5717	2.8678	2.4942	2.0894	0.7424
37HFW	3.4468	7.2331	5.5094	2.7332	4.3057	3.8977	2.3409	1.7995	6.9874	5.2596	3.1535	1.9877	7.6935	4.7370	5.9945	2.0377
37HFX	1.1475	1.7867	2.1331	1.0688	1.6264	1.6097	1.1023	3.0137	1.6994	1.8744	1.4222	0.7111	1.4679	1.6954	1.5051	1.2858
37HFY	2.0173	0.9419	0.9521	1.3496	0.9318	1.9753	1.4145	1.2775	0.9029	1.5521	1.3448	1.1386	0.2467	2.0675	0.6383	1.7682
37HFZ	2.4723	1.5103	1.5707	1.7323	0.7327	1.8417	1.8022	1.9708	1.4508	1.5459	1.9796	0.5108	1.9688	2.0143	0.4936	0.6395
37HG0	3.1987	2.5871	2.8122	3.2626	2.4994	3.4654	3.1947	3.4046	2.6488	3.0890	3.4468	1.1972	2.4292	3.3405	1.4720	1.3021
37HG1	2.8321	2.2536	2.2846	2.5142	1.4402	2.4651	2.5753	2.6259	2.1342	2.2860	2.7978	0.8846	1.3057	2.7074	1.3864	0.9935
37HG2	4.0703	4.0977	4.1706	3.8582	3.1519	4.2442	3.9039	4.4547	4.0166	4.2814	3.9972	3.1350	3.4992	4.2749	3.2664	2.1710
37HG3	1.0355	1.3943	1.2972	0.8396	0.3575	1.8052	1.0748	0.3102	1.4956	1.2421	0.5044	0.1065	2.5394	2.4668	0.3810	0.3653
37HG4	4.2697	3.7182	3.8406	4.0615	2.6195	4.2575	4.0935	4.2899	3.6477	3.8281	4.2827	1.3736	2.8772	4.2075	1.9601	1.8868
37HG5	3.8135	2.8018	2.8551	3.1060	2.5471	3.0858	3.2516	3.2014	2.7086	2.9083	3.5751	1.9742	1.2667	3.4252	1.7310	1.4263
37HG6	2.2029	1.9496	1.8795	1.7531	1.1931	2.1618	1.7250	2.1542	1.8513	1.9430	1.9836	0.4260	0.6643	2.2057	1.2799	0.8604
37HG7	3.2233	2.9324	2.9123	2.6126	1.5144	2.4260	2.5955	3.5442	2.8553	2.8135	3.2177	1.4431	1.1916	2.9641	1.7616	1.5653
37HG8	4.1094	2.7716	3.4614	3.4139	2.0145	4.1999	3.3913	3.9749	2.9682	3.7540	4.0051	0.9301	2.8096	4.0473	1.1098	2.6948
37HG9	2.7891	2.0587	2.4856	2.5517	1.4287	2.4147	2.4397	2.7879	2.0944	2.6295	3.3804	1.2411	1.7422	2.9403	0.9955	1.3805
37HGA	0.2441	0.1653	0.2477	0.3254	0.2967	0.4996	0.4778	0.4170	0.2035	0.3819	0.1684	0.0944	0.4002	0.3910	0.0779	0.1474
37HGB	2.8881	2.8478	3.0322	2.8582	2.2147	3.1980	2.7195	3.2452	2.7839	3.0458	3.1166	1.1355	2.3362	3.2186	2.2567	1.0406
37HGC	3.4733	2.8055	2.7104	2.8942	1.7275	2.6052	2.8156	3.3774	2.6491	2.8001	3.2794	1.1359	0.8905	3.0219	1.8594	1.4831
37HGD	4.6081	3.9697	4.3448	4.8504	3.7120	4.5842	4.9155	4.8782	3.9765	4.4383	4.7319	2.3694	3.3480	4.6656	2.3936	2.6009
37HGE	3.6301	3.6435	3.5543	3.1035	2.3313	3.4986	3.0782	3.4533	3.5040	3.3929	3.3979	1.7920	2.7192	3.5377	2.5939	1.6845
37HGF	3.3391	2.8698	3.3132	3.0063	2.0262	3.3613	3.0604	3.6107	2.9553	3.3301	3.3050	2.2415	2.3766	3.5806	1.5671	1.1650
37HGG	4.8478	4.8101	4.5392	4.5508	4.0268	4.6724	4.4410	4.6119	4.6267	4.6994	4.8628	2.3553	4.5459	4.8278	3.3922	4.2163
37HGH	2.1268	1.5577	2.4995	1.5960	0.7699	1.4938	1.2022	1.9931	1.9077	1.5432	1.8852	0.4696	2.2199	1.7934	0.1980	0.3464
37HGI	3.1155	2.0155	2.1452	2.7856	1.2301	2.5550	3.4981	3.1884	2.0363	2.3710	2.7475	0.8943	1.8411	2.9918	1.2097	1.0169
37HGJ	0.9590	0.6300	0.5442	0.6894	0.2430	0.5591	0.3212	0.8034	0.5868	0.8878	1.1543	0.1357	0.4696	0.7265	0.0534	0.0212
37HGK	1.7941	3.8682	2.9240	1.5859	1.6775	2.0742	1.4843	1.2281	3.5897	2.4634	1.6924	1.0961	3.2233	2.2527	2.4493	1.0886
37HGM	2.9648	2.6290	2.5742	2.8236	1.5109	3.0270	2.8028	2.9829	2.5231	2.7607	3.0432	0.7643	1.6399	3.0570	1.5162	0.8875
37HGN	1.7972	2.2380	2.0908	1.2409	0.7358	1.6092	1.1578	1.6593	2.1153	2.0642	1.8155	0.0784	1.5750	1.9544	0.8226	0.6346
37HGP	1.9193	1.3300	1.1460	1.3925	0.6114	1.5341	1.3264	1.4784	1.2279	1.3550	1.5605	0.2151	0.6616	1.6400	0.7484	0.6085
37HGQ	3.0063	3.6241	3.3078	2.5714	1.9151	2.9553	1.9434	2.5591	3.6554	3.2479	2.9145	1.0049	4.3927	3.4701	3.0075	1.4269
37HGR	4.4091	4.0618	4.5923	4.4084	4.0671	4.8896	4.2771	5.0551	4.2082	4.7161	4.7082	2.5486	4.3874	4.8760	2.7695	3.7950
37HGS	2.5312	2.1310	2.4507	2.5623	2.0959	2.6853	2.5140	2.6363	2.2086	2.4176	2.6112	1.5538	2.5125	2.7151	1.0526	1.4877
37HGT	4.1685	3.3357	3.6045	3.9286	3.2962	3.8322	3.8575	4.0061	3.3485	3.6740	4.1870	1.5501	3.8250	3.7772	1.7883	2.1716
37HGU	2.4141	3.0837	2.2971	1.6359	1.5632	1.9564	1.5810	1.8530	2.7036	2.2068	2.3582	0.8804	1.8554	2.2191	2.9989	1.2737
37HGV	3.3226	2.7213	3.5052	3.2895	2.1061	2.9509	3.1806	3.9362	2.8951	3.0110	3.2785	1.2184	0.6432	3.0592	1.9674	0.8705
37HGW	0.5601	0.5969	1.3371	1.0970	0.5980	2.2311	1.5633	1.5865	0.7651	1.2950	0.5062	0.2246	1.4069	1.7035	0.2316	0.3356
37HGX	3.6030	2.2599	1.5143	2.4777	1.6761	2.4269	2.9502	2.8966	1.9178	2.7507	3.5019	0.3005	0.0307	2.7013	1.3799	1.6020
37HGY	1.1971	1.0638	2.7377	1.9878	0.9511	2.7878	2.2029	2.8035	1.4780	1.8763	1.3363	0.6704	1.9788	3.2143	0.2604	0.4430
37HGZ	0.1589	0.1841	0.1066	0.2244	0.0889	0.1698	0.1534	0.1197	0.2025	0.1765	0.1274	0.6269	1.0891	0.3370	0.0831	0.0297
37HH0	2.7377	2.7931	3.2297	2.7868	2.4888	3.4879	3.0489	3.3980	2.8327	3.0555	2.9675	0.8548	2.7417	3.3570	1.7885	0.8480
37HH1	3.3590	2.7817	2.7668	3.1093	2.1761	3.2052	3.0883	3.2474	2.6611	2.8901	3.2811	1.6996	1.5970	3.1392	2.0817	1.0608
37HH2	4.7735	4.4893	4.7796	4.5674	4.4648	4.8074	4.5738	5.2202	4.4652	4.6940	4.7726	3.0505	4.7019	4.9249	2.9585	3.8662
37HH3	0.3273	0.1712	0.4120	0.3328	0.2101	0.2624	0.2556	1.0098	0.2115	0.2816	0.2535	0.1782	0.0724	0.2527	0.0610	0.0863
37HH4	3.5256	5.0764	3.5499	3.0970	2.9045	2.8737	2.7868	2.8381	4.5046	3.4849	3.5179	1.4678	3.2373	3.3396	3.5497	2.1677
37HH5	4.3818	3.7353	4.1184	4.4423	3.8781	4.7795	4.4149	4.5504	3.7027	4.2061	4.4134	1.7416	4.0199	4.3663	2.1969	2.1645
37HH6	1.8119	2.4444	1.9074	1.4266	1.0310	1.6061	1.3914	1.5262	2.2314	1.8166	1.7496	0.3285	1.4962	1.7625	1.6570	1.6119
37HH7	0.8772	0.2323	0.6250	1.1200	0.3222	0.5053	1.5555	0.9002	0.2764	0.5287	0.7238	0.1084	0.2927	0.6513	0.0467	0.3745
37HH8	2.4479	2.6198	2.8199	2.9310	1.5210	3.7483	3.3474	3.4602	2.5135	3.2062	2.5581	0.3274	2.1683	3.3368	2.0075	2.1626
37HH9	1.8352	1.8708	2.1233	2.3434	1.8258	2.5563	2.6147	2.3093	1.8543	2.1165	1.9855	1.2667	2.3194	2.3336	1.0892	0.7398
37HHA	0.5861	0.4003	1.0392	1.1674	0.6336	2.4076	1.5004	1.4824	0.5353	1.0738	0.6806	0.1536	0.2735	1.6642	0.0537	0.2601
37HHB	2.0382	1.8852	1.9848	2.0898	1.7839	2.4783	2.2900	2.3318	1.8468	2.0483	1.9140	0.9111	1.0121	2.2759	1.2784	0.6915
37HHC	2.0640	1.3278	1.3669	1.5820	0.8120	1.4042	1.6759	2.0668	1.2756	1.8083	1.6360	0.6226	0.4448	1.8250	0.5642	0.2256
37HHD	3.2489	2.7526	2.8012	3.1429	1.8174	3.1300	3.3793	3.1863	2.6496	2.8738	3.3167	0.7144	1.5684	3.2325	1.6071	1.0992
37HHE	4.7247	4.2065	4.5630	4.6426	3.1425	4.7731	4.7474	4.8177	4.2477	4.4778	4.6770	2.7458	3.5640	4.9032	3.2267	2.4244
37HHF	0.0063	0.0167	0.0505	0.0298	0.4422	0.0540	0.0058	0.0941	0.0556	0.0827	0.0174	0.3224	0.2444	0.0070	0.0123	0.0263
37HHG	5.7476	5.8360	6.8723	5.3863	3.2246	6.1960	5.2574	7.2382	6.1264	6.2889	6.0157	1.7350	6.3205	6.6253	4.0048	4.9428
37HHH	1.7899	1.7199	2.4774	1.3025	1.2580	1.9920	1.1646	3.5603	1.7554	2.3141	2.3557	0.7146	2.1459	2.3441	0.9441	0.7710
37HHI	1.4263	1.1736	1.2078	1.7811	1.1765	2.2205	2.0943	1.5776	1.1640	1.5848	1.5696	0.6284	1.6203	1.9060	0.5369	0.3631
37HHJ	3.6428	4.8776	4.4280	3.2083	3.8654	3.7672	3.0132	3.6439	4.8045	4.1279	3.6171	2.9609	4.3100	3.9770	4.2373	2.4572
37HHK	2.8465	2.6750	3.0843	2.5805	1.5387	2.4877	2.6041	3.1326	2.6958	2.5650	2.9189	0.7892	2.5185	2.5636	1.0863	0.7070
37HHM	3.5506	3.1344	3.2551	3.5305	3.0712	3.9776	3.5980	3.6880	3.0789	3.4000	3.4427	1.3106	2.9032	3.7312	2.0865	2.8716
37HHN	3.8593	3.9706	3.9638	3.1597	2.4706	3.2509	3.1021	4.5963	3.9671	3.7228	3.6773	1.1360	2.5837	3.5665	3.0379	1.9484
37HHP	1.8453	1.7947	1.4252	1.5891	0.8568	1.4242	1.4677	1.8938	1.5840	1.6275	1.7600	0.3822	1.1684	1.6385	0.9824	1.1640
37HHQ	6.5815	1.3037	1.4841	3.5523	1.1970	2.3652	5.6390	1.0242	1.4645	1.7475	6.3238	0.5009	0.7464	6.1047	1.1806	1.6405
37HHR	3.2938	2.5591	4.1384	3.7505	2.6443	3.4146	4.1782	4.5709	2.9458	3.5269	3.4809	3.3441	1.9028	4.1427	1.1884	1.0582
37HHS	0.3216	0.3574	0.6902	0.5690	0.2702	1.0161	0.5791	0.6299	0.5580	0.5951	0.3546	0.3493	0.8322	0.8906	0.2147	0.1022
37HHT	3.1337	2.8453	2.8523	2.8792	1.8459	3.0533	3.0439	3.3637	2.7031	3.1108	3.2249	1.8679	1.9494	3.3683	1.8391	1.7689
37HHU	2.4596	2.0716	2.2985	2.4004	1.5783	2.7508	2.6195	2.7300	2.0301	2.3843	2.7889	0.6877	1.4487	2.8013	1.2905	1.2487
37HHV	0.2054	0.4233	0.6278	0.3236	0.2234	0.2964	0.3326	0.4153	0.6635	0.3734	0.1571	0.2456	0.1529	0.3921	0.3554	0.1011
37HHW	0.5208	0.3653	0.5556	0.9641	0.6512	1.9357	1.1900	1.1180	0.4060	0.9198	0.4851	0.2604	0.0245	1.2881	0.0430	0.0711
37HHX	3.5979	2.9077	3.6190	3.5623	1.9598	3.2357	3.8348	4.6029	3.1225	3.6225	3.6099	0.9180	1.7259	3.7556	2.6163	1.9332
37HHY	3.5142	4.1689	3.5302	2.9190	3.1240	3.5462	3.0094	3.6609	3.9009	3.5541	3.8764	1.2788	3.5045	3.6673	3.4394	1.7395
37HHZ	4.6231	4.1290	4.0936	4.5160	3.2339	4.3931	4.5862	4.7493	3.9919	4.2492	4.6695	2.8375	3.3214	4.5895	2.5286	2.1242
37HI0	2.4112	2.1511	2.1950	1.9365	1.2832	2.2336	1.9140	2.4564	2.0150	2.0904	2.1258	0.7061	1.8128	2.2633	1.5692	2.0832
37HI1	1.7873	1.6879	1.9077	1.9407	1.3882	2.1955	2.0833	2.1060	1.6711	1.8919	1.9591	0.8217	1.2352	2.1022	1.3368	0.8100
37HI2	3.2170	4.0413	3.6940	2.8620	1.6869	2.7484	2.9043	2.7451	3.8744	3.0945	2.6766	0.7919	3.0669	2.9216	3.8625	1.3812
37HI3	2.7501	2.5820	2.6276	2.2732	1.1705	2.3012	2.4558	3.0922	2.3922	2.5944	3.2503	0.7440	1.6807	2.6150	1.0552	1.7472
37HI4	2.5136	3.1227	2.7453	2.4743	2.4650	2.8476	2.7325	2.3178	2.9322	2.6220	2.2621	1.2061	3.5940	2.6367	1.9529	1.1377
37HI5	2.7529	2.3272	2.5793	2.6677	2.2252	2.9381	2.5920	2.8449	2.3145	2.5789	2.6160	1.1307	2.0508	2.7280	1.4650	1.2454
37HI6	2.8150	2.3834	2.6560	2.8238	1.3101	2.7942	2.8223	2.8440	2.5240	2.5174	2.7456	0.6786	2.1943	2.7972	1.0242	1.3016
37HI7	3.7275	3.6215	3.8547	3.6260	3.5652	3.9339	3.5547	3.7489	3.6552	3.6605	3.7276	1.8351	3.9859	3.7237	2.5181	1.1785
37HI8	3.3229	2.9988	3.2023	3.2530	2.2222	3.4419	3.3740	3.4630	2.9451	2.9658	3.3227	1.5221	3.1070	3.4177	1.4542	2.3221
37HI9	2.6481	2.4203	2.4967	2.6877	2.2189	3.2512	3.1273	2.8334	2.3413	2.5906	2.5949	0.9002	2.0309	2.8867	1.7411	0.9348
37HIA	0.8434	0.6726	1.8180	0.8637	0.6044	1.2599	0.6289	3.1470	0.7016	1.2293	0.7811	0.2906	0.1810	1.1787	0.2433	0.2017
37HIB	2.3936	2.0720	2.2436	2.3674	1.7721	2.3769	2.2659	2.5768	2.0882	2.2895	2.3710	0.9442	1.5824	2.4812	1.2883	0.8924
37HIC	0.9028	0.9656	0.5706	1.0232	0.4380	1.1593	1.6051	0.9451	0.7748	1.0730	0.6977	0.0183	0.0063	1.2434	0.3544	0.3713
37HID	4.7628	4.1868	4.1273	4.0109	2.6199	4.0116	4.0521	4.5576	4.0210	4.1194	4.7879	2.4836	3.5599	4.3102	3.1237	3.8841
37HIE	3.6709	3.4438	3.1702	2.8942	2.1326	2.8101	2.5715	3.2487	3.2473	3.0192	3.3973	0.9670	3.0774	3.1957	2.3244	1.5080
37HIF	3.9273	3.9985	4.2601	3.7709	3.9101	4.2380	3.8225	3.8572	4.1239	3.9315	3.7680	1.9489	4.8441	3.9698	2.8592	1.5484
37HIG	1.1974	0.6270	0.7829	3.5947	1.0641	0.7603	3.8443	0.9905	0.6926	1.0522	0.8931	0.7661	0.0572	1.1614	0.4330	0.1191
