og_id	c00	c01	c02	c03	c04	c05	c06	c07	c08	c09	c10	c11	c12	c13	c14	c15
382FU	0.0000	0.0000	0.0027	0.0000	0.1041	0.0011	0.0000	0.0013	0.0032	0.0098	0.0000	0.1719	0.1344	0.0000	0.0000	0.0000
382FV	0.0792	0.1169	0.0951	0.1748	0.1305	0.1183	0.1887	0.1432	0.1374	0.1512	0.1162	0.1309	0.0431	0.1601	0.1312	0.2971
382FW	0.0917	0.0130	0.0057	0.0149	0.0085	0.0262	0.0278	0.0133	0.0083	0.0131	0.0303	0.0029	0.0002	0.0680	0.0933	0.0000
382FX	0.0093	0.0070	0.0055	0.0489	0.0277	0.0217	0.0674	0.0024	0.0135	0.0216	0.0139	1.0769	0.0086	0.3514	0.0007	0.0214
382G1	0.0149	0.0034	0.0026	0.0020	0.0104	0.0094	0.0029	0.0049	0.0032	0.0056	0.0311	0.7584	0.0039	0.1251	0.0000	0.0315
382G2	0.0052	0.0073	0.0028	0.0012	0.0031	0.0011	0.0004	0.0245	0.0040	0.0027	0.0072	0.0003	0.0000	0.0060	0.0192	0.0000
382G5	0.0000	0.0005	0.0005	0.0000	0.0104	0.0006	0.0000	0.0000	0.0009	0.0023	0.0018	0.0000	0.0000	0.0000	0.0000	0.0000
382G7	0.0029	0.0944	0.0069	0.0238	0.0065	0.0469	0.0412	0.0142	0.0665	0.1181	0.0308	0.0007	0.0000	0.0792	0.0062	0.7486
382G9	0.1485	0.1023	0.4547	0.1265	0.2363	0.3365	0.1170	0.4980	0.1662	0.4154	0.3187	0.0003	0.0044	0.1930	0.0193	0.2026
382GA	0.0000	0.0171	0.0005	0.0012	0.0000	0.0038	0.0004	0.0037	0.0016	0.0029	0.0015	0.0000	0.0000	0.0011	0.0000	0.0000
382GE	0.0000	0.0001	0.0061	0.0008	0.0569	0.0195	0.0000	0.0008	0.0011	0.0141	0.0000	0.0000	0.0000	0.0001	0.0000	0.0000
382GG	0.1320	0.1046	0.1049	0.1203	0.0832	0.0915	0.0961	0.1785	0.1241	0.1014	0.1313	0.0610	0.0020	0.1647	0.2228	0.0135
382GH	0.0404	0.0329	0.0365	0.0555	0.0414	0.0321	0.0416	0.0487	0.0406	0.0441	0.0434	0.0290	0.0053	0.0374	0.0169	0.0323
382GI	0.1476	0.0690	0.0198	0.0456	0.0386	0.0195	0.0173	0.0370	0.0379	0.0204	0.0411	0.0420	0.0056	0.0429	0.0929	0.0011
382GK	0.0000	0.0000	0.0020	0.0002	0.1868	0.0013	0.0000	0.0019	0.0053	0.0158	0.0000	0.0325	0.0009	0.0000	0.0000	0.0000
382GM	0.0002	0.0001	0.0013	0.0013	0.1098	0.0191	0.0001	0.0020	0.0005	0.0013	0.0000	0.3731	0.2292	0.0001	0.0000	0.0000
382GP	0.0432	0.0098	0.0034	0.0099	0.0078	0.0179	0.0142	0.0051	0.0058	0.0140	0.0403	0.0013	0.0007	0.0163	0.0003	0.0390
382GQ	0.0000	0.0000	0.0008	0.0000	0.0352	0.0000	0.0000	0.0020	0.0001	0.0001	0.0000	0.2802	0.1413	0.0000	0.0000	0.0000
382GR	0.0001	0.0002	0.0062	0.0003	0.2634	0.0026	0.0000	0.0066	0.0115	0.0297	0.0002	0.0618	0.0000	0.0001	0.0000	0.0000
382GS	0.0240	0.0369	0.0224	0.2819	0.0010	0.0104	0.0610	0.0543	0.0345	0.0494	0.0165	0.0000	0.0000	0.0234	0.0020	0.0000
382GU	0.0000	0.0000	0.0011	0.0010	0.1032	0.0106	0.0000	0.0005	0.0026	0.0092	0.0000	0.0542	0.0001	0.0000	0.0000	0.0000
382GX	0.0864	0.0391	0.0092	0.0616	0.0042	0.0246	0.0063	0.0286	0.0246	0.0183	0.0201	0.0220	0.0000	0.0163	0.0328	0.0000
382GY	1.2175	0.6334	0.5452	0.8270	0.5826	0.7854	0.8992	0.9870	0.5715	0.8465	1.7332	0.1080	0.3635	1.0546	0.1093	0.5730
382H1	0.0000	0.0000	0.0003	0.0001	0.0432	0.0000	0.0000	0.0003	0.0001	0.0001	0.0000	0.2033	0.1450	0.0000	0.0000	0.0000
382H5	3.1386	5.9116	4.7003	3.6846	3.0897	3.8951	3.4345	2.2901	5.5909	4.3255	3.0765	2.5901	7.6252	3.9781	7.3583	4.0128
382H6	0.0000	0.0000	0.0008	0.0001	0.0523	0.0005	0.0000	0.0012	0.0006	0.0022	0.0000	0.2244	0.1890	0.0000	0.0000	0.0000
382H7	0.0057	0.0119	0.0061	0.0396	0.0033	0.0173	0.0013	0.0340	0.0079	0.1288	0.0108	0.0000	0.0000	0.0182	0.0000	0.2105
382H8	0.2614	0.1425	0.0329	0.1139	0.0351	0.0809	0.0327	0.1222	0.0887	0.0587	0.1147	0.0465	0.0017	0.1475	0.1312	0.0008
382HC	0.0000	0.0000	0.0001	0.0003	0.0426	0.0016	0.0002	0.0003	0.0004	0.0001	0.0000	0.3513	0.2421	0.0000	0.0000	0.0000
382HD	0.0001	0.0003	0.0036	0.0001	0.0978	0.0051	0.0000	0.0028	0.0052	0.0151	0.0000	0.0000	0.0000	0.0001	0.0000	0.0000
382HE	0.0051	0.0031	0.0304	0.0078	0.4448	0.0094	0.0065	0.0277	0.0185	0.0317	0.0040	0.2701	0.0025	0.0048	0.0022	0.0196
382HG	0.0094	0.0314	0.1228	0.0405	0.0289	0.0561	0.0329	0.0538	0.0656	0.0529	0.0211	0.0049	0.0010	0.0850	0.0401	0.0523
382HH	0.0716	0.0462	0.0236	0.0533	0.0235	0.0536	0.0309	0.0401	0.0279	0.0458	0.1265	0.0058	0.0000	0.0447	0.0659	0.0084
382HI	0.0000	0.0000	0.0027	0.0003	0.2772	0.0034	0.0000	0.0010	0.0089	0.0206	0.0001	0.0990	0.0283	0.0000	0.0000	0.0000
382HK	0.0002	0.0935	0.0038	0.0045	0.0095	0.0242	0.0012	0.0090	0.0199	0.0161	0.0004	0.0004	0.0006	0.0028	0.0278	0.0000
382HM	0.0000	0.0000	0.0004	0.0000	0.0018	0.0000	0.0000	0.0002	0.0000	0.0003	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
382HN	0.0372	0.0239	0.0111	0.0232	0.0130	0.0120	0.0098	0.0392	0.0146	0.0274	0.0143	0.0033	0.0000	0.0345	0.1448	0.0000
382HQ	0.0005	0.0225	0.0671	0.0087	0.0031	0.0077	0.0021	0.0957	0.0269	0.0351	0.0002	0.0028	0.0000	0.0064	0.0033	0.0000
382HT	0.2124	0.0999	0.0227	0.0175	0.0480	0.0182	0.0239	0.0861	0.0498	0.0388	0.0605	0.1209	0.0027	0.0659	0.0915	0.0011
382HU	0.0361	0.0511	0.0064	0.0110	0.0014	0.0193	0.0081	0.0034	0.0412	0.0334	0.0204	0.0000	0.0000	0.0376	0.0029	0.0000
382HV	0.0002	0.0004	0.0013	0.0010	0.0195	0.0066	0.0010	0.0003	0.0022	0.0048	0.0006	0.0000	0.0003	0.0017	0.0000	0.0000
382HX	0.0000	0.0001	0.0043	0.0013	0.3446	0.0093	0.0000	0.0024	0.0167	0.0393	0.0000	0.0000	0.0106	0.0000	0.0000	0.0000
382I0	0.0125	0.0741	0.0383	0.0948	0.0262	0.0588	0.1098	0.0537	0.0752	0.0497	0.0320	0.0374	0.7735	0.0787	0.1844	0.0171
382I1	0.0420	0.2237	0.2218	0.2143	0.2257	0.1869	0.2286	0.3178	0.2102	0.2493	0.0396	0.0239	0.0073	0.3010	0.5841	0.4162
382I2	0.1227	0.0433	0.0179	0.0667	0.0109	0.0357	0.0241	0.0472	0.0353	0.0241	0.0582	0.1377	0.0025	0.0466	0.0184	0.0007
382I3	0.0001	0.0001	0.0059	0.0013	0.0434	0.0144	0.0000	0.0049	0.0006	0.0040	0.0000	0.2181	0.0386	0.0000	0.0000	0.0000
382I4	1.9634	2.0452	2.3550	2.2928	1.7555	2.9819	2.7061	2.6093	1.9795	2.1260	2.0337	0.8628	1.1376	2.3998	0.8535	0.9566
382I7	0.0000	0.0007	0.0014	0.0003	0.0152	0.0059	0.0001	0.0002	0.0012	0.0061	0.0002	0.0000	0.0000	0.0000	0.0000	0.0000
382I8	0.0019	0.0191	0.0243	0.0366	0.0226	0.0186	0.0477	0.0472	0.0209	0.0166	0.0013	0.0328	0.0253	0.0174	0.0019	0.0015
382I9	0.0063	0.0028	0.0011	0.0024	0.0021	0.0030	0.0035	0.0029	0.0029	0.0080	0.0031	0.0000	0.0000	0.0095	0.0003	0.0000
382IB	0.0004	0.0197	0.0173	0.0148	0.0307	0.0098	0.0090	0.0148	0.0211	0.0137	0.0004	0.0015	0.0002	0.0829	0.0068	0.0176
382IC	0.0002	0.0001	0.0032	0.0003	0.2071	0.0043	0.0000	0.0026	0.0024	0.0008	0.0004	0.1121	0.0000	0.0002	0.0000	0.0000
382ID	0.0281	0.0170	0.1050	0.0143	0.0110	0.0063	0.0059	0.3113	0.0140	0.0381	0.0490	0.0005	0.0000	0.0112	0.0091	0.0000
382IE	0.0000	0.0001	0.0040	0.0013	0.1951	0.0068	0.0000	0.0039	0.0103	0.0276	0.0004	0.0000	0.0879	0.0000	0.0000	0.0000
382IG	0.0956	0.2350	0.6609	0.3207	0.1147	0.2851	0.1696	0.3130	0.3521	0.1875	0.0465	0.0254	0.5827	0.2716	0.0333	0.1524
382IJ	0.0949	0.0011	0.0082	0.0272	0.0007	0.0004	0.0170	0.0010	0.0012	0.0021	0.0256	0.0000	0.0000	0.0023	0.0006	0.0000
382IK	0.0488	0.0310	0.0167	0.0484	0.0059	0.0311	0.0337	0.0340	0.0252	0.0395	0.0611	0.0037	0.0000	0.0635	0.0697	0.0029
382IN	0.0021	0.0036	0.0040	0.0011	0.2658	0.0071	0.0011	0.0068	0.0073	0.0126	0.0018	0.6303	0.3269	0.0019	0.0011	0.0000
382IQ	0.0003	0.0072	0.0299	0.1606	0.0008	0.0033	0.1337	0.0167	0.0113	0.0279	0.0011	0.0011	0.0000	0.0224	0.0003	0.0018
382IS	0.0170	0.0374	0.0311	0.2169	0.0381	0.1233	0.4563	0.2227	0.0290	0.0961	0.0380	0.0080	0.0000	0.0701	0.0121	0.0024
382IT	0.2387	1.0108	0.7654	0.7140	0.6035	1.1369	1.0867	1.0853	0.8640	0.9239	0.2736	0.0997	0.0133	0.9718	1.6811	0.6619
382IU	0.0000	0.0003	0.0002	0.0014	0.0001	0.0001	0.0008	0.0002	0.0006	0.0006	0.0036	0.0000	0.0000	0.0026	0.0000	0.0000
382IV	0.0000	0.0000	0.0014	0.0001	0.1173	0.0019	0.0000	0.0018	0.0040	0.0129	0.0000	0.0294	0.2308	0.0000	0.0000	0.0000
382IZ	0.0002	0.0002	0.0000	0.0002	0.0001	0.0000	0.0027	0.0000	0.0001	0.0003	0.0003	0.0004	0.0000	0.0007	0.0000	0.0000
382J0	0.0000	0.0003	0.0120	0.0013	0.5595	0.0169	0.0006	0.0101	0.0204	0.0483	0.0001	0.1473	0.0517	0.0002	0.0000	0.0006
382J1	0.0000	0.0001	0.0083	0.0008	0.1515	0.0151	0.0000	0.0006	0.0043	0.0035	0.0000	0.4170	0.0295	0.0000	0.0229	0.0399
382J2	0.3760	0.5179	0.8991	0.5782	0.1283	0.8086	0.5228	0.6635	0.5573	0.5953	0.3952	0.0186	2.9708	0.6964	0.0171	0.2484
382J4	0.1026	0.1430	0.0873	0.0942	0.0585	0.0749	0.0954	0.1784	0.1295	0.2887	0.0844	0.0476	0.0018	0.1572	0.1163	0.0168
382J5	0.0412	0.0142	0.0268	0.0497	0.0118	0.0308	0.0470	0.1327	0.0133	0.0379	0.0386	0.0000	0.0000	0.0415	0.0045	0.0114
382J6	0.0003	0.0009	0.0232	0.0009	0.3525	0.0340	0.0001	0.0203	0.0093	0.0410	0.0014	0.0669	0.0000	0.0004	0.0000	0.0022
382J7	0.0128	0.0701	0.2510	0.0810	0.1018	0.1760	0.0978	0.5183	0.0930	0.1435	0.0300	0.0011	0.0000	0.1572	0.1333	0.1492
382J9	0.0001	0.0008	0.0044	0.0017	0.0629	0.0166	0.0000	0.0063	0.0013	0.0016	0.0001	0.0485	0.0814	0.0001	0.0020	0.0000
382JB	0.0000	0.0000	0.0006	0.0002	0.0000	0.0009	0.0000	0.0013	0.0006	0.0030	0.0000	0.0000	0.0000	0.0002	0.0000	0.0000
382JC	0.0002	0.0003	0.0003	0.0006	0.0055	0.0004	0.0003	0.0007	0.0005	0.0032	0.0003	0.0000	0.0000	0.0016	0.0000	0.0000
382JE	0.3317	0.0618	0.0248	0.0209	0.0163	0.0415	0.0112	0.0449	0.0257	0.0703	0.6075	0.0125	0.0000	0.1046	0.0060	0.0030
382JF	0.0000	0.0001	0.0068	0.0008	0.3486	0.0060	0.0000	0.0060	0.0112	0.0252	0.0000	0.1514	0.0028	0.0000	0.0000	0.0000
382JG	0.7161	0.1270	0.0446	0.1004	0.0453	0.1621	0.0604	0.1111	0.0863	0.1677	0.4141	0.0644	0.0002	0.2041	0.0092	0.0064
382JH	0.1412	0.0715	0.0463	0.1051	0.0384	0.1462	0.0471	0.1305	0.0721	0.2025	0.1752	0.0017	0.0436	0.1633	0.0038	0.0296
382JM	0.0000	0.0002	0.0040	0.0009	0.0385	0.0092	0.0000	0.0005	0.0021	0.0198	0.0012	0.0000	0.0000	0.0003	0.0000	0.0000
382JN	0.0001	0.0001	0.0055	0.0005	0.3015	0.0070	0.0000	0.0040	0.0147	0.0348	0.0000	0.0059	0.0017	0.0000	0.0000	0.0000
382JP	0.0000	0.0000	0.0002	0.0002	0.0268	0.0001	0.0000	0.0001	0.0001	0.0001	0.0000	0.0141	0.0913	0.0000	0.0000	0.0000
382JQ	0.0183	0.1277	0.1842	0.2307	0.0546	0.1730	0.2157	0.1589	0.1954	0.0667	0.0284	0.0862	1.7994	0.1825	0.0079	0.0209
382JR	0.0000	0.0001	0.0000	0.0000	0.0133	0.0000	0.0000	0.0003	0.0001	0.0002	0.0000	0.0934	0.0296	0.0001	0.0002	0.0000
382JS	0.1576	0.0750	0.0027	0.0189	0.0085	0.0428	0.0053	0.0202	0.0152	0.0193	0.0019	0.0000	0.0000	0.0330	0.0004	0.0000
382JT	0.0022	0.0370	0.0571	0.0598	0.0615	0.0935	0.1389	0.1047	0.0191	0.0273	0.0010	0.0026	0.0064	0.0346	0.0669	0.0142
382JU	0.0000	0.0001	0.0067	0.0014	0.1443	0.0211	0.0000	0.0045	0.0051	0.0133	0.0002	0.0659	0.0084	0.0000	0.0000	0.0834
382JV	0.0090	0.0089	0.0204	0.0029	0.0087	0.0062	0.0002	0.1128	0.0042	0.0050	0.0010	0.0009	0.0000	0.0011	0.0008	0.0000
382JW	0.0075	0.0000	0.0000	0.0004	0.0001	0.0001	0.0008	0.0004	0.0000	0.0001	0.0002	0.0047	0.0000	0.0013	0.0000	0.0000
382K0	0.0063	0.0628	0.0539	0.0502	0.0626	0.0220	0.0390	0.0521	0.0594	0.0392	0.0042	0.1953	0.0049	0.0514	0.0041	0.0006
382K1	0.0555	0.3430	0.6425	0.0719	0.1058	0.1228	0.0286	0.3834	0.4926	0.1165	0.0813	0.1187	0.2448	0.0960	0.0040	0.0482
382K2	0.0097	0.0133	0.0315	0.0175	0.0416	0.0243	0.0117	0.0165	0.0159	0.0144	0.0163	0.0833	0.0064	0.0568	0.0000	0.0676
382K3	0.0008	0.0006	0.0057	0.0032	0.1329	0.0302	0.0004	0.0044	0.0035	0.0120	0.0008	0.0783	0.0050	0.0008	0.0126	0.0606
382K4	0.0000	0.0000	0.0004	0.0000	0.0287	0.0000	0.0000	0.0009	0.0000	0.0000	0.0000	0.2545	0.2153	0.0000	0.0000	0.0000
382K5	0.0032	0.0522	0.0159	0.0086	0.0257	0.0199	0.0011	0.0599	0.0321	0.0389	0.0042	0.0003	0.0000	0.0244	0.0070	0.1093
382K7	0.1433	0.2476	0.2662	0.1711	0.1886	0.2077	0.2652	0.2253	0.2102	0.2094	0.1711	0.2787	0.2247	0.2023	0.1634	0.4525
382K9	0.0000	0.0002	0.0028	0.0001	0.2760	0.0023	0.0000	0.0015	0.0099	0.0207	0.0000	0.0812	0.2373	0.0000	0.0000	0.0000
382KA	0.0002	0.0001	0.0023	0.0000	0.2433	0.0053	0.0001	0.0011	0.0079	0.0228	0.0000	0.0700	0.0009	0.0001	0.0000	0.0000
382KC	0.0204	0.1095	0.0774	0.1038	0.0753	0.0663	0.0884	0.1032	0.0966	0.1003	0.0230	0.0036	0.0019	0.1680	0.4059	0.1276
382KD	0.2140	0.0613	0.0295	0.1266	0.0191	0.1533	0.1794	0.0608	0.0358	0.0414	0.0246	0.0000	0.0000	0.0771	0.0015	0.0000
382KF	0.0015	0.0747	0.0054	0.0070	0.0048	0.0106	0.0048	0.0062	0.0042	0.0079	0.0011	0.0014	0.0000	0.0202	0.0000	0.0000
382KG	0.0731	0.1174	0.0917	0.2049	0.0964	0.2633	0.1333	0.1410	0.1158	0.1671	0.1392	0.0037	0.0023	0.2919	0.3209	0.0955
382KH	0.0127	0.0125	0.0019	0.1300	0.0037	0.0142	0.1294	0.0130	0.0072	0.0054	0.0098	0.0016	0.0000	0.0810	0.0000	0.0000
382KI	0.0061	0.0235	0.0341	0.2783	0.0139	0.0164	0.3922	0.1355	0.0160	0.0406	0.0172	0.0648	0.0035	0.0442	0.0194	0.1872
382KJ	0.0872	0.0833	0.0297	0.2353	0.0317	0.1570	0.4700	0.1803	0.0469	0.0374	0.0404	0.0167	0.0000	0.0930	0.0098	0.0067
382KK	0.0031	0.0026	0.0052	0.0019	0.0009	0.0010	0.0008	0.0250	0.0048	0.0059	0.0058	0.0096	0.0000	0.0015	0.0000	0.0000
382KM	0.0138	0.1638	0.4763	0.2210	0.1187	0.1671	0.2163	0.1873	0.2758	0.1231	0.0452	0.2536	0.1199	0.1699	0.0250	0.0875
382KN	0.2927	0.0470	0.0412	0.0753	0.0338	0.0905	0.0652	0.0700	0.0466	0.0323	0.0908	0.0309	0.0102	0.0592	0.0289	0.0589
382KS	0.1453	0.2214	0.1752	0.0470	0.0420	0.0474	0.0280	0.1003	0.1280	0.0556	0.1200	0.2538	0.0188	0.1229	0.0011	0.0049
382KU	0.0000	0.0000	0.0013	0.0001	0.0744	0.0020	0.0000	0.0005	0.0032	0.0090	0.0000	0.0233	0.0000	0.0000	0.0000	0.0000
382KV	0.0402	0.0551	0.0145	0.0033	0.0180	0.0096	0.0013	0.0512	0.0572	0.0739	0.0284	0.0000	0.0000	0.0095	0.0018	0.2601
382KW	0.3040	0.0383	0.0153	0.0390	0.0132	0.0733	0.0208	0.0496	0.0292	0.0644	0.7033	0.0003	0.0000	0.2154	0.0010	0.0000
382KX	0.0618	0.0447	0.0601	0.0807	0.0492	0.0975	0.1000	0.0612	0.0446	0.0450	0.0369	0.1678	0.0071	0.1565	0.1399	0.1007
382KY	0.0171	0.0116	0.0336	0.0210	0.0244	0.0077	0.0125	0.0498	0.0201	0.0274	0.0101	0.3333	0.0758	0.0103	0.0210	0.0282
382M0	0.6623	0.1336	0.0097	0.0687	0.0410	0.1239	0.0509	0.0389	0.0393	0.0654	0.0483	0.0219	0.0389	0.1137	0.0007	0.0000
382M1	0.0146	0.0210	0.0074	0.0394	0.0064	0.0625	0.0947	0.0500	0.0121	0.0596	0.0101	0.0053	0.0000	0.0472	0.0035	0.0155
382M2	0.0005	0.0009	0.0074	0.0036	0.2410	0.0369	0.0003	0.0085	0.0040	0.0074	0.0005	0.2103	0.1067	0.0005	0.0066	0.0000
382M3	0.0000	0.0000	0.0009	0.0002	0.1150	0.0030	0.0000	0.0009	0.0054	0.0142	0.0000	0.0365	0.0247	0.0000	0.0000	0.0000
382M4	0.0350	0.0037	0.0031	0.0048	0.0039	0.0080	0.0051	0.0150	0.0051	0.0104	0.0167	0.0017	0.0009	0.0211	0.0007	0.0082
382M5	0.0106	0.0955	0.1083	0.1013	0.1456	0.0702	0.0462	0.0544	0.1341	0.1814	0.0215	0.3495	0.0019	0.3091	0.1756	0.2951
382M6	0.0173	0.0204	0.0083	0.0430	0.0086	0.0200	0.0019	0.0589	0.0106	0.0292	0.0064	0.0000	0.0000	0.0201	0.0000	0.2229
382MB	0.0116	0.0113	0.0369	0.0241	0.0871	0.0126	0.0168	0.0746	0.0192	0.0253	0.0155	0.2709	0.2398	0.0135	0.0412	0.0326
382MC	0.0008	0.0008	0.0151	0.0031	0.1776	0.0391	0.0001	0.0031	0.0061	0.0584	0.0011	0.0005	0.0000	0.0008	0.0000	0.0000
382MD	0.0002	0.0002	0.0084	0.0001	0.0630	0.0202	0.0001	0.0023	0.0010	0.0217	0.0005	0.0004	0.0000	0.0003	0.0000	0.0000
382ME	0.2157	0.0719	0.0197	0.0799	0.0140	0.0580	0.0928	0.0545	0.0599	0.0889	0.5619	0.0005	0.0000	0.1706	0.0004	0.1122
382MF	0.0036	0.0397	0.2822	0.0799	0.1363	0.0852	0.0575	0.1125	0.1089	0.0712	0.0109	0.0786	0.5937	0.0607	0.0163	0.1134
382MG	0.0024	0.0124	0.0199	0.0220	0.0008	0.0069	0.0149	0.0507	0.0124	0.0356	0.0011	0.0006	0.0000	0.0119	0.0000	0.0000
382MI	0.1862	0.7139	0.9161	1.2650	0.8703	1.5541	1.6598	1.0482	0.7456	0.8807	0.1966	0.1088	0.2798	1.2140	2.1382	0.5893
382MJ	0.0151	0.1836	0.0831	0.1721	0.0913	0.0825	0.4478	0.1184	0.1630	0.0934	0.0218	0.0144	0.0000	0.1584	0.5232	0.0913
382MK	0.0000	0.0000	0.0005	0.0001	0.0264	0.0008	0.0000	0.0005	0.0012	0.0049	0.0000	0.0088	0.0714	0.0000	0.0000	0.0000
382MM	0.0394	0.0194	0.0235	0.0356	0.0094	0.0329	0.0137	0.0274	0.0248	0.0636	0.0781	0.0002	0.0010	0.0411	0.0092	0.1117
382MQ	0.0010	0.0195	0.0303	0.0507	0.0000	0.0173	0.0376	0.1402	0.0167	0.0426	0.0009	0.0000	0.0000	0.0088	0.0000	0.0000
382MR	0.0005	0.0384	0.0032	0.0021	0.0023	0.0060	0.0021	0.0069	0.0042	0.0042	0.0005	0.0026	0.0000	0.0288	0.0029	0.0000
382MS	0.0603	0.0203	0.0179	0.0257	0.0185	0.0166	0.0220	0.0134	0.0257	0.0373	0.0904	0.1318	0.0004	0.2029	0.0081	0.0142
382MT	0.0062	0.0860	0.1925	0.1314	0.0611	0.1358	0.0921	0.0770	0.1249	0.0686	0.0134	0.0192	0.0525	0.1323	0.0684	0.0603
382MU	0.0003	0.0236	0.0553	0.0303	0.2153	0.0653	0.0006	0.0041	0.0670	0.1413	0.0047	0.0003	0.0000	0.0069	0.0000	0.0000
382MV	0.0001	0.0003	0.0050	0.0024	0.1840	0.0350	0.0000	0.0055	0.0019	0.0045	0.0004	0.1654	0.0341	0.0001	0.0000	0.0670
382MW	0.0073	0.0314	0.0186	0.2664	0.0283	0.0281	0.5576	0.0195	0.0191	0.0223	0.0125	0.0153	0.0012	0.0462	0.0269	0.0078
382MZ	0.0030	0.0167	0.0112	0.0189	0.0358	0.0080	0.0176	0.0065	0.0089	0.0103	0.0034	0.3591	0.0000	0.1798	0.0564	0.3446
382N0	0.1838	0.0972	0.0416	0.0690	0.0536	0.1000	0.0398	0.0671	0.0877	0.0490	0.0840	0.0285	0.0670	0.0653	0.0887	0.0112
382N1	0.0339	0.0271	0.0276	0.0442	0.0315	0.0226	0.0362	0.0373	0.0329	0.0349	0.0399	0.0180	0.0035	0.0293	0.0149	0.0331
382N4	0.0047	0.0064	0.0013	0.0043	0.0068	0.0096	0.0001	0.0035	0.0052	0.0039	0.0138	0.0000	0.0000	0.0216	0.0084	0.0000
382N6	0.0014	0.0257	0.5269	0.0360	0.0679	0.0972	0.0235	0.3755	0.0553	0.0576	0.0154	0.0748	0.0603	0.0252	0.0047	0.0165
382N7	0.0020	0.0015	0.0042	0.0032	0.0129	0.0020	0.0024	0.0094	0.0022	0.0040	0.0021	0.2140	0.0002	0.0020	0.0031	0.0037
382N8	0.0055	0.0186	0.1518	0.0720	0.0913	0.1662	0.0809	0.4229	0.0484	0.1218	0.0046	0.0000	0.0024	0.0642	0.0246	0.0266
382N9	0.3598	0.1097	0.0404	0.0689	0.0260	0.0403	0.0098	0.1533	0.0734	0.0451	0.1480	0.0036	0.0024	0.0393	0.0221	0.0000
382NA	0.0000	0.0000	0.0012	0.0002	0.1247	0.0038	0.0000	0.0004	0.0046	0.0133	0.0000	0.0067	0.0023	0.0000	0.0000	0.0000
382NB	0.0013	0.0004	0.0004	0.0009	0.0003	0.0016	0.0007	0.0010	0.0005	0.0012	0.0021	0.0028	0.0000	0.0037	0.0009	0.0000
382NC	0.0001	0.0002	0.0037	0.0005	0.3222	0.0054	0.0004	0.0051	0.0088	0.0229	0.0002	0.1522	0.0478	0.0000	0.0002	0.0000
382NF	0.1154	0.0626	0.0800	0.1214	0.0416	0.1272	0.1023	0.2001	0.0772	0.1742	0.1788	0.0064	0.0013	0.1219	0.0214	0.0289
382NG	0.0131	0.0007	0.0078	0.0081	0.0037	0.0023	0.0122	0.0497	0.0006	0.0039	0.0054	0.0000	0.0000	0.0101	0.0034	0.0000
382NH	0.0048	0.0436	0.0821	0.1216	0.0309	0.1657	0.1144	0.0374	0.0786	0.0447	0.0089	0.0922	0.0974	0.1218	0.0005	0.0112
382NI	0.0024	0.1087	0.3527	0.1295	0.0836	0.2121	0.1446	0.1230	0.2197	0.1442	0.0180	0.1007	0.0160	0.3453	0.1239	0.0999
382NJ	0.0027	0.1716	0.0919	0.3041	0.0386	0.2090	0.3342	0.1341	0.2146	0.0762	0.0123	0.0971	2.9196	0.2215	0.0301	0.0025
382NK	0.0002	0.0001	0.0019	0.0006	0.1192	0.0116	0.0000	0.0010	0.0033	0.0126	0.0003	0.0765	0.0926	0.0000	0.0060	0.0000
382NM	0.0011	0.0058	0.0046	0.0057	0.0061	0.0060	0.0007	0.0068	0.0085	0.0193	0.0043	0.0007	0.0000	0.0080	0.0006	0.0000
382NN	0.1064	0.1798	0.3982	0.1920	0.2887	0.1584	0.1524	0.2583	0.2718	0.1759	0.1061	1.3582	0.0366	0.3031	0.2864	0.0598
382NP	0.0271	0.0025	0.0024	0.0127	0.0101	0.0032	0.0035	0.0210	0.0032	0.0087	0.0189	0.0004	0.0000	0.0031	0.0000	0.0000
382NQ	0.0000	0.0007	0.0005	0.0000	0.0001	0.0007	0.0000	0.0012	0.0006	0.0040	0.0001	0.0000	0.0000	0.0001	0.0000	0.0000
382NR	0.0000	0.0000	0.0009	0.0000	0.0663	0.0000	0.0000	0.0010	0.0004	0.0004	0.0000	0.0176	0.0539	0.0000	0.0003	0.0002
382NS	0.0000	0.0000	0.0017	0.0000	0.0567	0.0000	0.0001	0.0029	0.0004	0.0003	0.0000	0.0689	0.1446	0.0000	0.0000	0.0000
382NT	0.0241	0.0225	0.0062	0.0219	0.0049	0.0098	0.0049	0.0192	0.0129	0.0260	0.0227	0.0000	0.0000	0.0244	0.0108	0.0065
382NU	0.0016	0.0020	0.0151	0.0060	0.2437	0.0336	0.0027	0.0208	0.0110	0.0277	0.0020	0.0496	0.0072	0.0026	0.0031	0.0564
382NV	0.0000	0.0000	0.0010	0.0000	0.1063	0.0000	0.0000	0.0005	0.0003	0.0003	0.0000	0.2415	0.1952	0.0000	0.0000	0.0000
382NX	0.0928	0.3334	0.2577	0.5142	0.1949	0.5050	0.5479	0.4140	0.3509	0.3551	0.0452	0.0254	0.0049	0.6880	0.8226	0.2367
382NY	0.0412	0.0179	0.0187	0.0089	0.0107	0.0065	0.0220	0.0412	0.0205	0.0182	0.0238	0.0000	0.0000	0.0127	0.0018	0.1011
