experiment_accession	assay	gene_id	specificity_score	marker_gene_rank	expression_unit	expression_level	gene_name	assay_id
E-GEOD-62671	zeitgeber time 6	CHLRE_10g461100v5	NULL	NULL	fpkms	0.6	Cre10.g461100	g7
E-GEOD-62671	zeitgeber time 9	CHLRE_10g461100v5	NULL	NULL	fpkms	0.4	Cre10.g461100	g8
E-GEOD-62671	zeitgeber time 0	CHLRE_09g393506v5	NULL	NULL	fpkms	3	Cre09.g393506	g1
E-GEOD-62671	zeitgeber time 12	CHLRE_09g393506v5	NULL	NULL	fpkms	2	Cre09.g393506	g2
E-GEOD-62671	zeitgeber time 15	CHLRE_09g393506v5	NULL	NULL	fpkms	5	Cre09.g393506	g3
E-GEOD-62671	zeitgeber time 18	CHLRE_09g393506v5	NULL	NULL	fpkms	2	Cre09.g393506	g4
E-GEOD-62671	zeitgeber time 21	CHLRE_09g393506v5	0.1818	32	fpkms	27	Cre09.g393506	g5
E-GEOD-62671	zeitgeber time 3	CHLRE_09g393506v5	NULL	NULL	fpkms	0.7	Cre09.g393506	g6
E-GEOD-62671	zeitgeber time 6	CHLRE_09g393506v5	NULL	NULL	fpkms	1	Cre09.g393506	g7
E-GEOD-62671	zeitgeber time 9	CHLRE_09g393506v5	NULL	NULL	fpkms	0.2	Cre09.g393506	g8
E-GEOD-62671	zeitgeber time 0	CHLRE_15g637000v5	NULL	NULL	fpkms	1	Cre15.g637000	g1
E-GEOD-62671	zeitgeber time 12	CHLRE_15g637000v5	NULL	NULL	fpkms	0	Cre15.g637000	g2
E-GEOD-62671	zeitgeber time 15	CHLRE_15g637000v5	NULL	NULL	fpkms	0.2	Cre15.g637000	g3
E-GEOD-62671	zeitgeber time 18	CHLRE_15g637000v5	NULL	NULL	fpkms	1	Cre15.g637000	g4
E-GEOD-62671	zeitgeber time 21	CHLRE_15g637000v5	0.1834	33	fpkms	7	Cre15.g637000	g5
E-GEOD-62671	zeitgeber time 3	CHLRE_15g637000v5	NULL	NULL	fpkms	0.1	Cre15.g637000	g6
E-GEOD-62671	zeitgeber time 6	CHLRE_15g637000v5	NULL	NULL	fpkms	0.1	Cre15.g637000	g7
E-GEOD-62671	zeitgeber time 9	CHLRE_15g637000v5	NULL	NULL	fpkms	0	Cre15.g637000	g8
E-GEOD-62671	zeitgeber time 0	CHLRE_02g074720v5	NULL	NULL	fpkms	0.3	Cre02.g074720	g1
E-GEOD-62671	zeitgeber time 12	CHLRE_02g074720v5	NULL	NULL	fpkms	0	Cre02.g074720	g2
E-GEOD-62671	zeitgeber time 15	CHLRE_02g074720v5	NULL	NULL	fpkms	0.4	Cre02.g074720	g3
E-GEOD-62671	zeitgeber time 18	CHLRE_02g074720v5	NULL	NULL	fpkms	0.4	Cre02.g074720	g4
E-GEOD-62671	zeitgeber time 21	CHLRE_02g074720v5	0.1836	34	fpkms	2	Cre02.g074720	g5
E-GEOD-62671	zeitgeber time 3	CHLRE_02g074720v5	NULL	NULL	fpkms	0.4	Cre02.g074720	g6
E-GEOD-62671	zeitgeber time 6	CHLRE_02g074720v5	NULL	NULL	fpkms	0.3	Cre02.g074720	g7
E-GEOD-62671	zeitgeber time 9	CHLRE_02g074720v5	NULL	NULL	fpkms	0.3	Cre02.g074720	g8
E-GEOD-62671	zeitgeber time 0	CHLRE_03g194700v5	NULL	NULL	fpkms	0.9	Cre03.g194700	g1
E-GEOD-62671	zeitgeber time 12	CHLRE_03g194700v5	NULL	NULL	fpkms	0.7	Cre03.g194700	g2
E-GEOD-62671	zeitgeber time 15	CHLRE_03g194700v5	NULL	NULL	fpkms	0.6	Cre03.g194700	g3
E-GEOD-62671	zeitgeber time 18	CHLRE_03g194700v5	NULL	NULL	fpkms	0.2	Cre03.g194700	g4
E-GEOD-62671	zeitgeber time 21	CHLRE_03g194700v5	0.1929	35	fpkms	10	Cre03.g194700	g5
E-GEOD-62671	zeitgeber time 3	CHLRE_03g194700v5	NULL	NULL	fpkms	0.9	Cre03.g194700	g6
E-GEOD-62671	zeitgeber time 6	CHLRE_03g194700v5	NULL	NULL	fpkms	2	Cre03.g194700	g7
E-GEOD-62671	zeitgeber time 9	CHLRE_03g194700v5	NULL	NULL	fpkms	0.4	Cre03.g194700	g8
E-GEOD-62671	zeitgeber time 0	CHLRE_17g717850v5	NULL	NULL	fpkms	21	Cre17.g717850	g1
E-GEOD-62671	zeitgeber time 12	CHLRE_17g717850v5	NULL	NULL	fpkms	23	Cre17.g717850	g2
E-GEOD-62671	zeitgeber time 15	CHLRE_17g717850v5	NULL	NULL	fpkms	54	Cre17.g717850	g3
E-GEOD-62671	zeitgeber time 18	CHLRE_17g717850v5	NULL	NULL	fpkms	14	Cre17.g717850	g4
E-GEOD-62671	zeitgeber time 21	CHLRE_17g717850v5	0.202	36	fpkms	268	Cre17.g717850	g5
E-GEOD-62671	zeitgeber time 3	CHLRE_17g717850v5	NULL	NULL	fpkms	13	Cre17.g717850	g6
E-GEOD-62671	zeitgeber time 6	CHLRE_17g717850v5	NULL	NULL	fpkms	25	Cre17.g717850	g7
E-GEOD-62671	zeitgeber time 9	CHLRE_17g717850v5	NULL	NULL	fpkms	6	Cre17.g717850	g8
E-GEOD-62671	zeitgeber time 0	CHLRE_08g358574v5	NULL	NULL	fpkms	3	Cre08.g358574	g1
E-GEOD-62671	zeitgeber time 12	CHLRE_08g358574v5	NULL	NULL	fpkms	6	Cre08.g358574	g2
E-GEOD-62671	zeitgeber time 15	CHLRE_08g358574v5	NULL	NULL	fpkms	3	Cre08.g358574	g3
E-GEOD-62671	zeitgeber time 18	CHLRE_08g358574v5	NULL	NULL	fpkms	0.7	Cre08.g358574	g4
E-GEOD-62671	zeitgeber time 21	CHLRE_08g358574v5	0.2042	37	fpkms	29	Cre08.g358574	g5
E-GEOD-62671	zeitgeber time 3	CHLRE_08g358574v5	NULL	NULL	fpkms	4	Cre08.g358574	g6
E-GEOD-62671	zeitgeber time 6	CHLRE_08g358574v5	NULL	NULL	fpkms	4	Cre08.g358574	g7
E-GEOD-62671	zeitgeber time 9	CHLRE_08g358574v5	NULL	NULL	fpkms	3	Cre08.g358574	g8
E-GEOD-62671	zeitgeber time 0	CHLRE_13g566850v5	NULL	NULL	fpkms	7	Cre13.g566850	g1
E-GEOD-62671	zeitgeber time 12	CHLRE_13g566850v5	NULL	NULL	fpkms	2	Cre13.g566850	g2
E-GEOD-62671	zeitgeber time 15	CHLRE_13g566850v5	NULL	NULL	fpkms	6	Cre13.g566850	g3
E-GEOD-62671	zeitgeber time 18	CHLRE_13g566850v5	NULL	NULL	fpkms	7	Cre13.g566850	g4
E-GEOD-62671	zeitgeber time 21	CHLRE_13g566850v5	0.2137	38	fpkms	33	Cre13.g566850	g5
E-GEOD-62671	zeitgeber time 3	CHLRE_13g566850v5	NULL	NULL	fpkms	4	Cre13.g566850	g6
E-GEOD-62671	zeitgeber time 6	CHLRE_13g566850v5	NULL	NULL	fpkms	3	Cre13.g566850	g7
E-GEOD-62671	zeitgeber time 9	CHLRE_13g566850v5	NULL	NULL	fpkms	3	Cre13.g566850	g8
E-GEOD-62671	zeitgeber time 0	CHLRE_12g527250v5	NULL	NULL	fpkms	8	Cre12.g527250	g1
E-GEOD-62671	zeitgeber time 12	CHLRE_12g527250v5	NULL	NULL	fpkms	2	Cre12.g527250	g2
E-GEOD-62671	zeitgeber time 15	CHLRE_12g527250v5	NULL	NULL	fpkms	8	Cre12.g527250	g3
E-GEOD-62671	zeitgeber time 18	CHLRE_12g527250v5	NULL	NULL	fpkms	8	Cre12.g527250	g4
E-GEOD-62671	zeitgeber time 21	CHLRE_12g527250v5	0.2197	39	fpkms	37	Cre12.g527250	g5
E-GEOD-62671	zeitgeber time 3	CHLRE_12g527250v5	NULL	NULL	fpkms	1	Cre12.g527250	g6
E-GEOD-62671	zeitgeber time 6	CHLRE_12g527250v5	NULL	NULL	fpkms	0.7	Cre12.g527250	g7
E-GEOD-62671	zeitgeber time 9	CHLRE_12g527250v5	NULL	NULL	fpkms	0.6	Cre12.g527250	g8
E-GEOD-62671	zeitgeber time 0	CHLRE_06g294800v5	NULL	NULL	fpkms	4	Cre06.g294800	g1
E-GEOD-62671	zeitgeber time 12	CHLRE_06g294800v5	NULL	NULL	fpkms	3	Cre06.g294800	g2
E-GEOD-62671	zeitgeber time 15	CHLRE_06g294800v5	NULL	NULL	fpkms	4	Cre06.g294800	g3
E-GEOD-62671	zeitgeber time 18	CHLRE_06g294800v5	NULL	NULL	fpkms	5	Cre06.g294800	g4
E-GEOD-62671	zeitgeber time 21	CHLRE_06g294800v5	0.231	40	fpkms	22	Cre06.g294800	g5
E-GEOD-62671	zeitgeber time 3	CHLRE_06g294800v5	NULL	NULL	fpkms	3	Cre06.g294800	g6
E-GEOD-62671	zeitgeber time 6	CHLRE_06g294800v5	NULL	NULL	fpkms	5	Cre06.g294800	g7
E-GEOD-62671	zeitgeber time 9	CHLRE_06g294800v5	NULL	NULL	fpkms	2	Cre06.g294800	g8
E-GEOD-62671	zeitgeber time 0	CHLRE_02g097000v5	NULL	NULL	fpkms	6	Cre02.g097000	g1
E-GEOD-62671	zeitgeber time 12	CHLRE_02g097000v5	NULL	NULL	fpkms	3	Cre02.g097000	g2
E-GEOD-62671	zeitgeber time 15	CHLRE_02g097000v5	NULL	NULL	fpkms	3	Cre02.g097000	g3
E-GEOD-62671	zeitgeber time 18	CHLRE_02g097000v5	NULL	NULL	fpkms	6	Cre02.g097000	g4
E-GEOD-62671	zeitgeber time 21	CHLRE_02g097000v5	0.2484	41	fpkms	29	Cre02.g097000	g5
E-GEOD-62671	zeitgeber time 3	CHLRE_02g097000v5	NULL	NULL	fpkms	7	Cre02.g097000	g6
E-GEOD-62671	zeitgeber time 6	CHLRE_02g097000v5	NULL	NULL	fpkms	7	Cre02.g097000	g7
E-GEOD-62671	zeitgeber time 9	CHLRE_02g097000v5	NULL	NULL	fpkms	6	Cre02.g097000	g8
E-GEOD-62671	zeitgeber time 0	CHLRE_09g397438v5	NULL	NULL	fpkms	2	Cre09.g397438	g1
E-GEOD-62671	zeitgeber time 12	CHLRE_09g397438v5	NULL	NULL	fpkms	1	Cre09.g397438	g2
E-GEOD-62671	zeitgeber time 15	CHLRE_09g397438v5	NULL	NULL	fpkms	2	Cre09.g397438	g3
E-GEOD-62671	zeitgeber time 18	CHLRE_09g397438v5	NULL	NULL	fpkms	2	Cre09.g397438	g4
E-GEOD-62671	zeitgeber time 21	CHLRE_09g397438v5	0.2484	42	fpkms	9	Cre09.g397438	g5
E-GEOD-62671	zeitgeber time 3	CHLRE_09g397438v5	NULL	NULL	fpkms	2	Cre09.g397438	g6
E-GEOD-62671	zeitgeber time 6	CHLRE_09g397438v5	NULL	NULL	fpkms	2	Cre09.g397438	g7
E-GEOD-62671	zeitgeber time 9	CHLRE_09g397438v5	NULL	NULL	fpkms	2	Cre09.g397438	g8
E-GEOD-62671	zeitgeber time 0	CHLRE_10g422876v5	NULL	NULL	fpkms	0.4	Cre10.g422876	g1
E-GEOD-62671	zeitgeber time 12	CHLRE_10g422876v5	NULL	NULL	fpkms	0.2	Cre10.g422876	g2
E-GEOD-62671	zeitgeber time 15	CHLRE_10g422876v5	NULL	NULL	fpkms	0	Cre10.g422876	g3
E-GEOD-62671	zeitgeber time 18	CHLRE_10g422876v5	NULL	NULL	fpkms	0.1	Cre10.g422876	g4
E-GEOD-62671	zeitgeber time 21	CHLRE_10g422876v5	0.2529	43	fpkms	2	Cre10.g422876	g5
E-GEOD-62671	zeitgeber time 3	CHLRE_10g422876v5	NULL	NULL	fpkms	0.4	Cre10.g422876	g6
E-GEOD-62671	zeitgeber time 6	CHLRE_10g422876v5	NULL	NULL	fpkms	0.3	Cre10.g422876	g7
E-GEOD-62671	zeitgeber time 9	CHLRE_10g422876v5	NULL	NULL	fpkms	0.2	Cre10.g422876	g8
E-GEOD-62671	zeitgeber time 0	CHLRE_13g603450v5	NULL	NULL	fpkms	0.6	Cre13.g603450	g1
E-GEOD-62671	zeitgeber time 12	CHLRE_13g603450v5	NULL	NULL	fpkms	0.3	Cre13.g603450	g2
E-GEOD-62671	zeitgeber time 15	CHLRE_13g603450v5	NULL	NULL	fpkms	0.4	Cre13.g603450	g3
E-GEOD-62671	zeitgeber time 18	CHLRE_13g603450v5	NULL	NULL	fpkms	0.2	Cre13.g603450	g4
E-GEOD-62671	zeitgeber time 21	CHLRE_13g603450v5	0.254	44	fpkms	2	Cre13.g603450	g5
E-GEOD-62671	zeitgeber time 3	CHLRE_13g603450v5	NULL	NULL	fpkms	0.5	Cre13.g603450	g6
E-GEOD-62671	zeitgeber time 6	CHLRE_13g603450v5	NULL	NULL	fpkms	0.3	Cre13.g603450	g7
E-GEOD-62671	zeitgeber time 9	CHLRE_13g603450v5	NULL	NULL	fpkms	0.2	Cre13.g603450	g8
E-GEOD-62671	zeitgeber time 0	CHLRE_02g076650v5	NULL	NULL	fpkms	25	Cre02.g076650	g1
E-GEOD-62671	zeitgeber time 12	CHLRE_02g076650v5	NULL	NULL	fpkms	19	Cre02.g076650	g2
E-GEOD-62671	zeitgeber time 15	CHLRE_02g076650v5	NULL	NULL	fpkms	16	Cre02.g076650	g3
E-GEOD-62671	zeitgeber time 18	CHLRE_02g076650v5	NULL	NULL	fpkms	13	Cre02.g076650	g4
E-GEOD-62671	zeitgeber time 21	CHLRE_02g076650v5	0.2568	45	fpkms	110	Cre02.g076650	g5
E-GEOD-62671	zeitgeber time 3	CHLRE_02g076650v5	NULL	NULL	fpkms	20	Cre02.g076650	g6
E-GEOD-62671	zeitgeber time 6	CHLRE_02g076650v5	NULL	NULL	fpkms	28	Cre02.g076650	g7
E-GEOD-62671	zeitgeber time 9	CHLRE_02g076650v5	NULL	NULL	fpkms	28	Cre02.g076650	g8
E-GEOD-62671	zeitgeber time 0	CHLRE_11g467615v5	NULL	NULL	fpkms	0.3	Cre11.g467615	g1
E-GEOD-62671	zeitgeber time 12	CHLRE_11g467615v5	NULL	NULL	fpkms	0	Cre11.g467615	g2
E-GEOD-62671	zeitgeber time 15	CHLRE_11g467615v5	NULL	NULL	fpkms	0	Cre11.g467615	g3
E-GEOD-62671	zeitgeber time 18	CHLRE_11g467615v5	NULL	NULL	fpkms	0.1	Cre11.g467615	g4
E-GEOD-62671	zeitgeber time 21	CHLRE_11g467615v5	0.2634	46	fpkms	3	Cre11.g467615	g5
E-GEOD-62671	zeitgeber time 3	CHLRE_11g467615v5	NULL	NULL	fpkms	0.5	Cre11.g467615	g6
E-GEOD-62671	zeitgeber time 6	CHLRE_11g467615v5	NULL	NULL	fpkms	0.9	Cre11.g467615	g7
E-GEOD-62671	zeitgeber time 9	CHLRE_11g467615v5	NULL	NULL	fpkms	0.1	Cre11.g467615	g8
E-GEOD-62671	zeitgeber time 0	CHLRE_09g391450v5	NULL	NULL	fpkms	0.8	Cre09.g391450	g1
E-GEOD-62671	zeitgeber time 12	CHLRE_09g391450v5	NULL	NULL	fpkms	1	Cre09.g391450	g2
E-GEOD-62671	zeitgeber time 15	CHLRE_09g391450v5	NULL	NULL	fpkms	2	Cre09.g391450	g3
E-GEOD-62671	zeitgeber time 18	CHLRE_09g391450v5	NULL	NULL	fpkms	0.2	Cre09.g391450	g4
E-GEOD-62671	zeitgeber time 21	CHLRE_09g391450v5	0.2655	47	fpkms	8	Cre09.g391450	g5
E-GEOD-62671	zeitgeber time 3	CHLRE_09g391450v5	NULL	NULL	fpkms	0.2	Cre09.g391450	g6
E-GEOD-62671	zeitgeber time 6	CHLRE_09g391450v5	NULL	NULL	fpkms	0.4	Cre09.g391450	g7
E-GEOD-62671	zeitgeber time 9	CHLRE_09g391450v5	NULL	NULL	fpkms	0.6	Cre09.g391450	g8
E-GEOD-62671	zeitgeber time 0	CHLRE_09g395213v5	NULL	NULL	fpkms	10	Cre09.g395213	g1
E-GEOD-62671	zeitgeber time 12	CHLRE_09g395213v5	NULL	NULL	fpkms	45	Cre09.g395213	g2
E-GEOD-62671	zeitgeber time 15	CHLRE_09g395213v5	NULL	NULL	fpkms	9	Cre09.g395213	g3
E-GEOD-62671	zeitgeber time 18	CHLRE_09g395213v5	NULL	NULL	fpkms	1	Cre09.g395213	g4
E-GEOD-62671	zeitgeber time 21	CHLRE_09g395213v5	0.2681	48	fpkms	190	Cre09.g395213	g5
E-GEOD-62671	zeitgeber time 3	CHLRE_09g395213v5	NULL	NULL	fpkms	17	Cre09.g395213	g6
E-GEOD-62671	zeitgeber time 6	CHLRE_09g395213v5	NULL	NULL	fpkms	51	Cre09.g395213	g7
E-GEOD-62671	zeitgeber time 9	CHLRE_09g395213v5	NULL	NULL	fpkms	17	Cre09.g395213	g8
E-GEOD-62671	zeitgeber time 0	CHLRE_07g320600v5	NULL	NULL	fpkms	40	Cre07.g320600	g1
E-GEOD-62671	zeitgeber time 12	CHLRE_07g320600v5	NULL	NULL	fpkms	7	Cre07.g320600	g2
E-GEOD-62671	zeitgeber time 15	CHLRE_07g320600v5	NULL	NULL	fpkms	29	Cre07.g320600	g3
E-GEOD-62671	zeitgeber time 18	CHLRE_07g320600v5	NULL	NULL	fpkms	42	Cre07.g320600	g4
E-GEOD-62671	zeitgeber time 21	CHLRE_07g320600v5	0.2684	49	fpkms	157	Cre07.g320600	g5
E-GEOD-62671	zeitgeber time 3	CHLRE_07g320600v5	NULL	NULL	fpkms	15	Cre07.g320600	g6
E-GEOD-62671	zeitgeber time 6	CHLRE_07g320600v5	NULL	NULL	fpkms	7	Cre07.g320600	g7
E-GEOD-62671	zeitgeber time 9	CHLRE_07g320600v5	NULL	NULL	fpkms	3	Cre07.g320600	g8
E-GEOD-62671	zeitgeber time 0	CHLRE_10g451850v5	NULL	NULL	fpkms	0.3	Cre10.g451850	g1
E-GEOD-62671	zeitgeber time 12	CHLRE_10g451850v5	NULL	NULL	fpkms	0.3	Cre10.g451850	g2
E-GEOD-62671	zeitgeber time 15	CHLRE_10g451850v5	NULL	NULL	fpkms	0.5	Cre10.g451850	g3
E-GEOD-62671	zeitgeber time 18	CHLRE_10g451850v5	NULL	NULL	fpkms	0.1	Cre10.g451850	g4
E-GEOD-62671	zeitgeber time 21	CHLRE_10g451850v5	0.2725	50	fpkms	2	Cre10.g451850	g5
E-GEOD-62671	zeitgeber time 3	CHLRE_10g451850v5	NULL	NULL	fpkms	0.1	Cre10.g451850	g6
E-GEOD-62671	zeitgeber time 6	CHLRE_10g451850v5	NULL	NULL	fpkms	0.1	Cre10.g451850	g7
E-GEOD-62671	zeitgeber time 9	CHLRE_10g451850v5	NULL	NULL	fpkms	0.1	Cre10.g451850	g8
E-GEOD-62671	zeitgeber time 0	CHLRE_17g729301v5	NULL	NULL	fpkms	0.6	Cre17.g729301	g1
E-GEOD-62671	zeitgeber time 12	CHLRE_17g729301v5	NULL	NULL	fpkms	0.6	Cre17.g729301	g2
E-GEOD-62671	zeitgeber time 15	CHLRE_17g729301v5	NULL	NULL	fpkms	0.5	Cre17.g729301	g3
E-GEOD-62671	zeitgeber time 18	CHLRE_17g729301v5	NULL	NULL	fpkms	0.2	Cre17.g729301	g4
E-GEOD-62671	zeitgeber time 21	CHLRE_17g729301v5	0.2737	51	fpkms	2	Cre17.g729301	g5
E-GEOD-62671	zeitgeber time 3	CHLRE_17g729301v5	NULL	NULL	fpkms	0.4	Cre17.g729301	g6
E-GEOD-62671	zeitgeber time 6	CHLRE_17g729301v5	NULL	NULL	fpkms	0.6	Cre17.g729301	g7
E-GEOD-62671	zeitgeber time 9	CHLRE_17g729301v5	NULL	NULL	fpkms	0.4	Cre17.g729301	g8
E-GEOD-62671	zeitgeber time 0	CHLRE_14g629700v5	NULL	NULL	fpkms	8	Cre14.g629700	g1
E-GEOD-62671	zeitgeber time 12	CHLRE_14g629700v5	NULL	NULL	fpkms	15	Cre14.g629700	g2
E-GEOD-62671	zeitgeber time 15	CHLRE_14g629700v5	NULL	NULL	fpkms	18	Cre14.g629700	g3
E-GEOD-62671	zeitgeber time 18	CHLRE_14g629700v5	NULL	NULL	fpkms	6	Cre14.g629700	g4
E-GEOD-62671	zeitgeber time 21	CHLRE_14g629700v5	0.2774	52	fpkms	64	Cre14.g629700	g5
E-GEOD-62671	zeitgeber time 3	CHLRE_14g629700v5	NULL	NULL	fpkms	6	Cre14.g629700	g6
E-GEOD-62671	zeitgeber time 6	CHLRE_14g629700v5	NULL	NULL	fpkms	11	Cre14.g629700	g7
E-GEOD-62671	zeitgeber time 9	CHLRE_14g629700v5	NULL	NULL	fpkms	2	Cre14.g629700	g8
E-GEOD-62671	zeitgeber time 0	CHLRE_17g746847v5	NULL	NULL	fpkms	0.4	Cre17.g746847	g1
E-GEOD-62671	zeitgeber time 12	CHLRE_17g746847v5	NULL	NULL	fpkms	0.2	Cre17.g746847	g2
E-GEOD-62671	zeitgeber time 15	CHLRE_17g746847v5	NULL	NULL	fpkms	0.4	Cre17.g746847	g3
E-GEOD-62671	zeitgeber time 18	CHLRE_17g746847v5	NULL	NULL	fpkms	0.2	Cre17.g746847	g4
E-GEOD-62671	zeitgeber time 21	CHLRE_17g746847v5	0.2783	53	fpkms	2	Cre17.g746847	g5
E-GEOD-62671	zeitgeber time 3	CHLRE_17g746847v5	NULL	NULL	fpkms	0.2	Cre17.g746847	g6
E-GEOD-62671	zeitgeber time 6	CHLRE_17g746847v5	NULL	NULL	fpkms	0.6	Cre17.g746847	g7
E-GEOD-62671	zeitgeber time 9	CHLRE_17g746847v5	NULL	NULL	fpkms	0.1	Cre17.g746847	g8
E-GEOD-62671	zeitgeber time 0	CHLRE_12g545950v5	NULL	NULL	fpkms	2	Cre12.g545950	g1
E-GEOD-62671	zeitgeber time 12	CHLRE_12g545950v5	NULL	NULL	fpkms	3	Cre12.g545950	g2
E-GEOD-62671	zeitgeber time 15	CHLRE_12g545950v5	NULL	NULL	fpkms	4	Cre12.g545950	g3
E-GEOD-62671	zeitgeber time 18	CHLRE_12g545950v5	NULL	NULL	fpkms	1	Cre12.g545950	g4
E-GEOD-62671	zeitgeber time 21	CHLRE_12g545950v5	0.279	54	fpkms	16	Cre12.g545950	g5
E-GEOD-62671	zeitgeber time 3	CHLRE_12g545950v5	NULL	NULL	fpkms	1	Cre12.g545950	g6
E-GEOD-62671	zeitgeber time 6	CHLRE_12g545950v5	NULL	NULL	fpkms	2	Cre12.g545950	g7
E-GEOD-62671	zeitgeber time 9	CHLRE_12g545950v5	NULL	NULL	fpkms	1	Cre12.g545950	g8
E-GEOD-62671	zeitgeber time 0	CHLRE_04g228700v5	NULL	NULL	fpkms	0.5	Cre04.g228700	g1
E-GEOD-62671	zeitgeber time 12	CHLRE_04g228700v5	NULL	NULL	fpkms	0.7	Cre04.g228700	g2
E-GEOD-62671	zeitgeber time 15	CHLRE_04g228700v5	NULL	NULL	fpkms	0.7	Cre04.g228700	g3
E-GEOD-62671	zeitgeber time 18	CHLRE_04g228700v5	NULL	NULL	fpkms	0.9	Cre04.g228700	g4
E-GEOD-62671	zeitgeber time 21	CHLRE_04g228700v5	0.2801	55	fpkms	3	Cre04.g228700	g5
E-GEOD-62671	zeitgeber time 3	CHLRE_04g228700v5	NULL	NULL	fpkms	0.3	Cre04.g228700	g6
E-GEOD-62671	zeitgeber time 6	CHLRE_04g228700v5	NULL	NULL	fpkms	0.2	Cre04.g228700	g7
E-GEOD-62671	zeitgeber time 9	CHLRE_04g228700v5	NULL	NULL	fpkms	0.2	Cre04.g228700	g8
E-GEOD-62671	zeitgeber time 0	CHLRE_05g230650v5	NULL	NULL	fpkms	6	Cre05.g230650	g1
E-GEOD-62671	zeitgeber time 12	CHLRE_05g230650v5	NULL	NULL	fpkms	7	Cre05.g230650	g2
E-GEOD-62671	zeitgeber time 15	CHLRE_05g230650v5	NULL	NULL	fpkms	7	Cre05.g230650	g3
E-GEOD-62671	zeitgeber time 18	CHLRE_05g230650v5	NULL	NULL	fpkms	4	Cre05.g230650	g4
E-GEOD-62671	zeitgeber time 21	CHLRE_05g230650v5	0.2836	56	fpkms	25	Cre05.g230650	g5
E-GEOD-62671	zeitgeber time 3	CHLRE_05g230650v5	NULL	NULL	fpkms	5	Cre05.g230650	g6
E-GEOD-62671	zeitgeber time 6	CHLRE_05g230650v5	NULL	NULL	fpkms	4	Cre05.g230650	g7
E-GEOD-62671	zeitgeber time 9	CHLRE_05g230650v5	NULL	NULL	fpkms	4	Cre05.g230650	g8
E-GEOD-62671	zeitgeber time 0	CHLRE_02g095750v5	NULL	NULL	fpkms	0.8	Cre02.g095750	g1
E-GEOD-62671	zeitgeber time 12	CHLRE_02g095750v5	NULL	NULL	fpkms	0.8	Cre02.g095750	g2
E-GEOD-62671	zeitgeber time 15	CHLRE_02g095750v5	NULL	NULL	fpkms	2	Cre02.g095750	g3
E-GEOD-62671	zeitgeber time 18	CHLRE_02g095750v5	NULL	NULL	fpkms	0.9	Cre02.g095750	g4
E-GEOD-62671	zeitgeber time 21	CHLRE_02g095750v5	0.2915	57	fpkms	5	Cre02.g095750	g5
E-GEOD-62671	zeitgeber time 3	CHLRE_02g095750v5	NULL	NULL	fpkms	0.1	Cre02.g095750	g6
E-GEOD-62671	zeitgeber time 6	CHLRE_02g095750v5	NULL	NULL	fpkms	0	Cre02.g095750	g7
E-GEOD-62671	zeitgeber time 9	CHLRE_02g095750v5	NULL	NULL	fpkms	0.1	Cre02.g095750	g8
E-GEOD-62671	zeitgeber time 0	CHLRE_13g604905v5	NULL	NULL	fpkms	2	Cre13.g604905	g1
E-GEOD-62671	zeitgeber time 12	CHLRE_13g604905v5	NULL	NULL	fpkms	0.7	Cre13.g604905	g2
E-GEOD-62671	zeitgeber time 15	CHLRE_13g604905v5	NULL	NULL	fpkms	1	Cre13.g604905	g3
E-GEOD-62671	zeitgeber time 18	CHLRE_13g604905v5	NULL	NULL	fpkms	2	Cre13.g604905	g4
E-GEOD-62671	zeitgeber time 21	CHLRE_13g604905v5	0.2919	58	fpkms	7	Cre13.g604905	g5
E-GEOD-62671	zeitgeber time 3	CHLRE_13g604905v5	NULL	NULL	fpkms	1	Cre13.g604905	g6
E-GEOD-62671	zeitgeber time 6	CHLRE_13g604905v5	NULL	NULL	fpkms	1	Cre13.g604905	g7
E-GEOD-62671	zeitgeber time 9	CHLRE_13g604905v5	NULL	NULL	fpkms	0.4	Cre13.g604905	g8
E-GEOD-62671	zeitgeber time 0	CHLRE_11g467559v5	NULL	NULL	fpkms	1	Cre11.g467559	g1
E-GEOD-62671	zeitgeber time 12	CHLRE_11g467559v5	NULL	NULL	fpkms	4	Cre11.g467559	g2
E-GEOD-62671	zeitgeber time 15	CHLRE_11g467559v5	NULL	NULL	fpkms	3	Cre11.g467559	g3
E-GEOD-62671	zeitgeber time 18	CHLRE_11g467559v5	NULL	NULL	fpkms	0.8	Cre11.g467559	g4
E-GEOD-62671	zeitgeber time 21	CHLRE_11g467559v5	0.2922	59	fpkms	14	Cre11.g467559	g5
E-GEOD-62671	zeitgeber time 3	CHLRE_11g467559v5	NULL	NULL	fpkms	1	Cre11.g467559	g6
E-GEOD-62671	zeitgeber time 6	CHLRE_11g467559v5	NULL	NULL	fpkms	2	Cre11.g467559	g7
E-GEOD-62671	zeitgeber time 9	CHLRE_11g467559v5	NULL	NULL	fpkms	1	Cre11.g467559	g8
E-GEOD-62671	zeitgeber time 0	CHLRE_12g489300v5	NULL	NULL	fpkms	6	Cre12.g489300	g1
E-GEOD-62671	zeitgeber time 12	CHLRE_12g489300v5	NULL	NULL	fpkms	14	Cre12.g489300	g2
E-GEOD-62671	zeitgeber time 15	CHLRE_12g489300v5	NULL	NULL	fpkms	9	Cre12.g489300	g3
E-GEOD-62671	zeitgeber time 18	CHLRE_12g489300v5	NULL	NULL	fpkms	6	Cre12.g489300	g4
