GeneID	Gene Name	g1	g2	g3	g4	g5	g6	g7	g8
CHLRE_02g141546v5		0,0.1,0.1,0.2,0.2	0.6,0.6,0.6,0.6,0.6	0.4,0.4,0.5,0.5,0.6	0.3,0.4,0.4,0.4,0.4	0.3,0.4,0.5,0.5,0.6	0.5,0.5,0.5,0.5,0.5	0.8,0.8,0.8,0.8,0.9	0.2,0.4,0.5,0.6,0.8
CHLRE_02g141550v5		68,69,70,70,71	61,61,61,61,61	88,88,89,89,89	81,82,83,84,85	160,164,168,172,176	39,40,41,42,43	29,29,30,30,31	18,18,19,20,20
CHLRE_02g141566v5		0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0
CHLRE_02g141586v5		0.1,0.1,0.1,0.1,0.1	0,0,0,0,0.1	0,0,0,0,0	0,0,0.1,0.1,0.1	0,0,0.1,0.1,0.2	0,0,0,0,0.1	0,0,0,0,0.1	0,0,0,0,0
CHLRE_02g141600v5		0.1,0.1,0.1,0.1,0.1	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0.2,0.2,0.2,0.2,0.2	0.2,0.3,0.4,0.6,0.7	0.3,0.4,0.4,0.5,0.5
CHLRE_02g141606v5		64,64,64,65,65	11,11,11,11,12	12,13,13,13,13	27,27,27,27,27	59,59,60,60,60	50,50,50,50,50	56,56,57,58,58	12,12,12,12,12
CHLRE_02g141626v5		5,5,5,6,6	5,5,5,5,5	0.7,0.7,0.7,0.8,0.8	2,2,2,2,2	0.7,0.8,0.8,0.9,0.9	6,6,6,6,6	5,6,6,7,7	7,7,7,8,8
CHLRE_02g141646v5		10,10,11,11,11	9,9,9,10,10	5,5,6,6,6	6,7,7,7,8	12,12,12,12,12	15,16,16,17,17	12,13,13,14,15	13,13,13,13,13
CHLRE_02g141666v5		2,2,2,2,2	2,2,2,2,3	2,2,3,3,3	2,2,2,2,2	5,5,6,6,6	2,2,2,2,2	2,2,2,2,2	1,1,1,1,1
CHLRE_02g141686v5		6,7,7,7,8	7,7,7,7,7	6,7,7,7,8	8,9,9,9,9	8,8,8,9,9	7,7,7,7,8	6,6,6,6,6	6,6,6,6,6
CHLRE_02g141700v5		50,51,51,52,53	5,5,5,6,6	5,6,6,7,7	19,20,20,20,20	29,30,30,30,31	40,40,41,41,42	50,51,53,55,56	8,9,9,10,10
CHLRE_02g141701v5		0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0.1,0.1,0.1	0,0,0,0,0	0.1,0.1,0.1,0.1,0.1	0.1,0.1,0.1,0.1,0.1	0,0,0.1,0.1,0.1
CHLRE_02g141706v5		15,16,16,16,16	8,9,9,9,9	1,1,1,1,1	10,10,11,11,12	4,4,4,4,4	20,20,20,20,20	18,20,21,23,25	17,17,17,18,18
CHLRE_02g141726v5		0.3,0.3,0.4,0.4,0.5	0.5,0.5,0.5,0.5,0.5	0.3,0.3,0.4,0.4,0.4	0.3,0.3,0.3,0.4,0.4	0.6,0.8,0.9,1,1	0.1,0.2,0.2,0.2,0.2	0.2,0.2,0.2,0.2,0.3	0.2,0.2,0.2,0.2,0.2
CHLRE_02g141746v5		4,4,4,5,5	1,1,1,1,1	0.5,0.6,0.7,0.7,0.8	0.6,0.7,0.7,0.7,0.7	2,2,2,3,3	7,7,8,8,9	6,7,7,7,8	7,7,7,7,7
CHLRE_02g141766v5		0,0,0.1,0.1,0.2	0,0,0,0,0	0,0,0,0.1,0.1	0.4,0.5,0.5,0.6,0.6	0,0,0.1,0.1,0.1	0.1,0.1,0.1,0.2,0.2	0,0,0,0,0.1	0,0,0.1,0.1,0.1
CHLRE_02g141786v5		0.5,0.5,0.6,0.7,0.8	0.2,0.2,0.2,0.3,0.3	0.1,0.1,0.1,0.2,0.2	0.3,0.3,0.4,0.4,0.4	0.3,0.3,0.3,0.3,0.3	2,2,2,2,2	2,2,2,2,2	2,2,2,2,2
CHLRE_02g141800v5		8,9,9,9,10	2,2,2,2,2	3,3,3,4,4	9,9,10,10,10	14,15,15,15,15	5,5,5,6,6	4,4,4,4,5	0.7,0.8,0.8,0.9,0.9
CHLRE_02g141806v5		5,5,5,6,6	3,3,3,3,3	2,2,2,2,2	4,4,4,4,4	5,5,6,6,6	5,5,6,6,6	6,6,6,6,6	3,3,3,3,3
CHLRE_02g141826v5		0.3,0.3,0.3,0.3,0.3	0.3,0.3,0.4,0.4,0.4	0.2,0.2,0.2,0.2,0.2	0.2,0.2,0.2,0.2,0.2	0.1,0.1,0.2,0.2,0.3	0.2,0.3,0.3,0.3,0.4	0.4,0.4,0.5,0.5,0.5	0.4,0.5,0.5,0.6,0.7
CHLRE_02g141846v5		0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0.1	0,0,0,0.1,0.1	0,0,0,0,0	0,0,0,0,0.1	0,0,0,0,0
CHLRE_02g141850v5		0.9,0.9,1,1,1	3,3,3,3,4	0.6,0.7,0.7,0.8,0.8	0.2,0.2,0.2,0.2,0.2	1,2,2,2,2	1,1,1,1,1	1,2,2,2,2	3,3,3,4,4
CHLRE_02g141866v5		0,0,0,0,0	0,0,0,0.1,0.1	0,0,0,0,0.1	0,0,0,0,0.1	0,0,0,0,0	0,0,0,0,0	0.1,0.1,0.1,0.2,0.2	0,0,0.1,0.1,0.2
CHLRE_02g141886v5		6,6,6,6,7	2,2,2,2,2	3,3,3,3,3	5,5,5,5,5	9,9,9,9,9	3,4,4,4,4	4,4,4,4,4	2,2,2,2,2
CHLRE_02g141900v5		25,25,25,25,25	35,36,37,38,39	24,25,25,26,27	15,15,15,16,16	37,38,38,39,39	27,28,29,30,31	29,29,30,31,32	35,35,35,36,36
CHLRE_02g141906v5		0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0.1,0.1,0.1,0.1,0.1	0.1,0.1,0.1,0.2,0.2	0,0,0.1,0.1,0.1
CHLRE_02g141926v5		0.9,0.9,1,1,1	3,3,4,4,4	0.8,0.8,0.9,0.9,1	0.2,0.2,0.2,0.2,0.3	4,4,4,5,5	1,1,2,2,2	3,3,3,3,3	0.9,0.9,0.9,1,1
CHLRE_02g141946v5		0.6,0.7,0.8,1,1	0.8,0.8,0.8,0.8,0.8	0.6,0.7,0.7,0.7,0.7	0.8,0.8,0.9,0.9,0.9	2,2,2,2,2	0.6,0.6,0.6,0.6,0.6	0.6,0.6,0.6,0.6,0.7	0.5,0.6,0.6,0.7,0.7
CHLRE_02g141950v5		21,22,23,24,25	16,16,16,16,16	7,8,8,8,9	13,14,14,14,15	10,10,11,11,11	30,30,31,31,31	29,30,30,31,32	33,35,37,39,40
CHLRE_02g141966v5		0.1,0.1,0.1,0.1,0.1	0.1,0.2,0.2,0.2,0.2	0,0,0,0,0	0.1,0.1,0.1,0.1,0.1	0,0.1,0.1,0.1,0.1	0,0.1,0.1,0.1,0.2	0.1,0.1,0.1,0.1,0.1	0.1,0.1,0.2,0.2,0.2
CHLRE_02g141986v5		0.1,0.1,0.1,0.1,0.1	0,0.1,0.1,0.1,0.2	0,0,0,0,0	0,0,0,0.1,0.1	0,0,0,0,0	0.1,0.1,0.1,0.1,0.1	0,0,0,0,0	0.2,0.2,0.2,0.2,0.3
CHLRE_02g142000v5		34,35,36,37,38	70,71,72,73,74	32,34,36,38,40	29,30,32,33,34	26,27,28,29,30	56,58,60,61,63	53,56,60,64,68	86,91,95,100,104
CHLRE_02g142006v5		0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0.1,0.1	0,0,0,0,0	0,0,0,0,0
CHLRE_02g142026v5		0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0.1,0.1,0.2,0.2	0,0,0,0,0
CHLRE_02g142046v5		0,0,0,0,0	0,0,0,0,0	0,0,0,0,0.1	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0
CHLRE_02g142050v5		3,3,3,3,3	6,7,7,7,7	4,4,4,4,4	2,2,2,2,2	6,7,7,7,7	3,3,3,3,3	3,3,4,4,4	2,2,3,3,3
CHLRE_02g142066v5		57,57,58,58,58	9,9,9,9,10	10,10,10,10,10	20,21,21,21,21	50,51,52,53,54	41,42,43,45,46	46,48,49,51,52	11,12,12,12,13
CHLRE_02g142086v5		67,68,68,69,69	47,47,48,49,50	32,32,32,33,33	43,44,46,47,48	71,72,74,76,77	68,70,72,74,76	83,84,85,87,88	53,55,56,58,60
CHLRE_02g142100v5		10,10,10,11,11	11,12,12,12,13	15,15,15,15,15	11,11,11,11,11	11,12,12,12,12	9,9,9,10,10	11,11,12,12,12	17,18,19,20,21
CHLRE_02g142106v5		0,0,0,0,0	0,0,0.1,0.1,0.2	0,0,0,0,0	0,0,0,0,0	0,0,0.1,0.1,0.2	0,0,0.1,0.1,0.1	0,0.1,0.1,0.2,0.2	0,0,0,0,0
CHLRE_02g142126v5		322,333,343,354,364	35,35,35,36,36	41,42,44,45,47	110,110,111,112,113	225,227,230,232,235	262,267,272,277,282	282,282,282,283,283	55,55,56,56,57
CHLRE_02g142146v5		148,150,153,155,158	56,57,58,58,59	98,100,102,104,106	226,231,237,242,248	85,88,92,95,98	120,121,121,121,122	96,98,99,101,103	115,115,115,115,115
CHLRE_02g142150v5		12,13,13,13,13	31,31,31,31,31	19,20,21,22,23	18,18,18,19,19	37,37,38,38,38	12,12,12,12,12	13,13,13,14,14	24,25,26,26,27
CHLRE_02g142166v5		61,62,62,62,63	31,31,32,32,32	26,27,27,27,28	30,30,31,31,31	63,63,63,63,63	48,49,50,51,52	57,58,59,60,61	22,23,23,23,23
CHLRE_02g142186v5		14,15,17,19,21	43,45,46,47,48	0.7,0.7,0.8,0.8,0.8	0.4,0.4,0.4,0.4,0.4	4,4,4,4,4	66,68,70,72,74	71,75,79,83,88	104,107,110,113,116
CHLRE_02g142200v5		11,11,12,12,12	25,26,27,28,28	15,15,15,15,16	12,12,12,12,12	35,36,38,39,40	10,10,10,10,10	10,11,11,12,12	15,16,17,17,18
CHLRE_02g142206v5		110,111,112,113,114	440,448,455,463,471	225,233,242,250,259	73,74,76,78,79	163,164,165,166,168	176,180,183,186,189	237,241,246,251,255	303,308,312,317,322
CHLRE_02g142226v5		16,16,17,17,18	16,17,17,17,17	13,13,13,13,13	14,14,14,14,15	15,15,16,16,16	15,16,16,16,17	16,16,17,17,18	14,14,14,14,14
CHLRE_02g142246v5		149,150,150,151,151	60,61,62,64,65	41,41,41,41,41	118,121,124,127,131	57,59,61,64,66	171,175,179,183,187	156,161,166,170,175	163,166,168,170,172
CHLRE_02g142266v5		137,139,140,141,143	22,22,23,23,23	12,13,13,14,14	90,92,94,96,97	68,68,69,69,69	118,119,120,121,122	88,91,93,96,98	82,83,84,86,87
CHLRE_02g142286v5		6,6,6,6,6	9,9,9,10,10	5,5,5,5,5	4,4,4,4,4	7,7,8,8,8	7,7,7,7,7	9,9,9,9,9	5,5,6,7,7
CHLRE_02g142306v5		3,3,3,3,3	2,2,2,2,2	1,1,1,1,1	1,1,1,1,1	2,2,2,2,2	2,2,2,2,2	2,2,2,3,3	0.6,0.7,0.7,0.8,0.9
CHLRE_02g142326v5		0.1,0.1,0.1,0.1,0.1	0,0,0,0,0.1	0,0,0,0,0	0,0,0.1,0.1,0.1	0,0,0.1,0.1,0.1	0.1,0.1,0.1,0.1,0.2	0.1,0.1,0.1,0.1,0.1	0,0,0,0,0
CHLRE_02g142346v5		0.4,0.4,0.5,0.6,0.6	0.3,0.4,0.4,0.4,0.5	0.2,0.2,0.3,0.3,0.4	0.4,0.5,0.5,0.5,0.5	0.5,0.6,0.7,0.7,0.8	0.5,0.5,0.6,0.6,0.6	0.3,0.4,0.4,0.5,0.6	0.3,0.3,0.4,0.5,0.5
CHLRE_02g142350v5		27,28,28,28,28	49,50,51,52,53	36,37,38,39,40	37,39,40,42,43	39,40,41,42,43	32,33,34,35,36	34,35,35,36,37	37,37,38,38,38
CHLRE_02g142351v5		48,49,50,51,51	92,93,94,94,95	94,96,97,99,100	52,53,55,56,57	88,89,91,92,94	42,43,44,44,45	63,63,63,63,63	60,60,61,61,61
CHLRE_02g142352v5		27,28,29,29,30	32,32,33,33,34	20,20,20,21,21	34,35,36,38,39	11,11,11,12,12	25,25,26,26,27	24,25,25,26,26	24,25,26,26,27
CHLRE_02g142353v5		0.4,0.4,0.4,0.5,0.5	0.6,0.6,0.7,0.8,0.8	0.6,0.6,0.7,0.7,0.8	1,1,1,1,1	0.2,0.2,0.2,0.2,0.2	0.4,0.5,0.5,0.6,0.6	0.6,0.6,0.7,0.7,0.7	0.4,0.4,0.5,0.5,0.6
CHLRE_02g142366v5		10,11,11,12,12	8,8,8,8,8	1,1,1,1,1	2,2,2,2,2	9,9,9,9,9	26,26,27,28,29	26,28,31,33,36	27,28,29,30,31
CHLRE_02g142386v5		0,0,0,0,0	0,0,0.1,0.1,0.2	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0.1,0.1,0.2,0.3
CHLRE_02g142400v5		0.1,0.1,0.1,0.1,0.2	0,0,0.1,0.1,0.1	0,0,0.1,0.1,0.1	0,0,0,0,0	0,0,0.1,0.1,0.1	0,0,0,0,0	0.1,0.1,0.1,0.1,0.2	0,0,0,0,0
CHLRE_02g142406v5		0,0,0.1,0.1,0.2	0,0,0,0,0	0,0,0.1,0.1,0.2	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0.1,0.3,0.4,0.5
CHLRE_02g142426v5		0,0.2,0.4,0.6,0.9	0,0,0,0,0	0,0,0,0,0	0,0,0.1,0.1,0.1	0,0,0.1,0.1,0.2	0,0,0,0,0.1	0.1,0.1,0.1,0.1,0.1	0,0,0.1,0.1,0.1
CHLRE_02g142446v5		0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0
CHLRE_02g142466v5		0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0
CHLRE_02g142486v5		0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0
CHLRE_02g142506v5		0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0
CHLRE_02g142526v5		0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0.1	0,0,0,0,0
CHLRE_02g142546v5		0.8,1,1,1,1	0.3,0.4,0.4,0.5,0.6	0.1,0.1,0.1,0.2,0.2	0.1,0.1,0.1,0.1,0.1	0.5,0.6,0.6,0.7,0.8	3,4,4,4,4	2,3,3,4,4	2,2,3,3,4
CHLRE_02g142566v5		1,1,1,1,1	0.4,0.5,0.6,0.7,0.8	0.2,0.3,0.5,0.6,0.7	0.1,0.1,0.2,0.2,0.2	0.6,0.7,0.8,0.8,0.9	3,3,3,3,3	2,3,3,3,3	5,5,5,5,5
CHLRE_02g142586v5		0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0
CHLRE_02g142600v5		29,30,31,32,33	16,17,17,18,18	5,6,6,6,6	18,19,20,21,22	7,7,7,7,8	35,35,36,36,37	26,28,30,32,33	20,21,21,22,23
CHLRE_02g142601v5		0.9,0.9,1,1,1	0.3,0.3,0.3,0.4,0.4	0.3,0.3,0.3,0.3,0.3	0.8,0.8,0.9,0.9,1	0.8,0.8,0.9,0.9,1	1,1,1,1,1	1,1,1,1,1	0.5,0.5,0.5,0.5,0.5
CHLRE_02g142602v5		0.3,0.4,0.4,0.4,0.4	0.7,0.7,0.8,0.8,0.8	0.2,0.2,0.2,0.2,0.2	0.2,0.2,0.2,0.2,0.2	0.2,0.2,0.3,0.3,0.3	0.5,0.5,0.6,0.6,0.7	0.5,0.5,0.6,0.7,0.7	0.7,0.7,0.7,0.8,0.8
CHLRE_02g142604v5		0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0
CHLRE_02g142605v5		0,0,0.1,0.1,0.1	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0.1,0.1,0.2	0,0,0,0,0	0,0.1,0.1,0.2,0.2	0,0,0,0,0
CHLRE_02g142606v5		0.2,0.2,0.2,0.3,0.3	0.1,0.1,0.1,0.1,0.1	0,0,0,0,0.1	0.1,0.1,0.1,0.1,0.1	0.2,0.2,0.2,0.2,0.2	0.5,0.5,0.6,0.7,0.8	0.6,0.6,0.6,0.6,0.6	1,1,1,1,1
CHLRE_02g142607v5		0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0.1
CHLRE_02g142627v5		0.3,0.3,0.4,0.4,0.4	0.2,0.3,0.3,0.3,0.3	0.2,0.2,0.2,0.2,0.3	0.2,0.3,0.3,0.3,0.3	0.3,0.4,0.4,0.4,0.4	0.4,0.4,0.4,0.5,0.5	0.5,0.5,0.5,0.5,0.5	0.3,0.3,0.4,0.4,0.5
CHLRE_02g142647v5		0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0
CHLRE_02g142650v5		30,32,34,35,37	1,1,1,1,1	1,1,2,2,2	6,6,6,6,6	25,25,25,25,25	33,34,35,36,36	45,45,46,46,47	12,12,13,14,15
CHLRE_02g142667v5		0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0.1	0,0,0,0,0
CHLRE_02g142687v5		2,2,2,3,3	2,3,3,3,3	2,2,3,3,3	2,2,2,2,2	1,1,2,2,2	3,3,3,3,3	3,3,3,3,3	4,4,4,4,5
CHLRE_02g142700v5		9,10,10,10,10	14,14,15,15,15	8,8,8,8,8	9,9,9,9,9	10,11,11,11,12	11,11,11,11,11	10,11,11,12,12	9,9,9,9,9
CHLRE_02g142707v5		0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0
CHLRE_02g142727v5		0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0
CHLRE_02g142747v5		0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0
CHLRE_02g142750v5		5,5,5,6,6	0.8,0.9,0.9,0.9,1	0.2,0.2,0.2,0.3,0.3	0.1,0.1,0.1,0.1,0.2	1,1,1,1,1	7,7,7,7,7	8,8,9,9,10	3,4,4,4,4
CHLRE_02g142767v5		0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0
CHLRE_02g142787v5		0,0,0,0,0.1	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0.1,0.1	0.1,0.1,0.1,0.1,0.1	0,0,0,0,0
CHLRE_02g142800v5		102,102,102,102,102	238,240,243,245,248	163,167,171,175,179	76,76,77,77,78	152,155,157,160,163	112,114,115,117,118	154,154,154,154,155	171,172,174,175,176
CHLRE_02g142807v5		0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0
CHLRE_02g142827v5		0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0.1	0,0,0,0,0
CHLRE_02g142847v5		0,0.1,0.1,0.2,0.3	0.1,0.2,0.2,0.3,0.3	0,0,0,0.1,0.1	0.1,0.1,0.1,0.1,0.1	0,0,0,0.1,0.1	0.1,0.1,0.1,0.1,0.2	0,0,0,0,0	0,0,0,0,0
CHLRE_02g142850v5		32,32,32,32,32	61,63,64,65,66	32,32,32,32,32	31,32,32,32,33	35,36,37,37,38	37,37,37,37,38	30,32,34,35,37	44,45,45,46,46
CHLRE_02g142852v5		0,0.1,0.1,0.2,0.2	0,0,0,0,0	0.1,0.1,0.1,0.1,0.1	0.1,0.1,0.1,0.1,0.2	0.2,0.3,0.3,0.4,0.4	0.2,0.3,0.3,0.3,0.3	0.2,0.2,0.2,0.3,0.3	0,0,0,0.1,0.1
CHLRE_02g142867v5		4,4,4,4,5	4,5,5,6,7	5,5,6,6,6	7,7,7,7,7	2,2,3,3,3	4,4,4,4,4	3,3,4,4,4	2,3,3,3,4
CHLRE_02g142887v5		0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0
CHLRE_02g142900v5		3,3,3,3,3	4,4,4,5,5	2,2,2,2,2	2,2,2,2,2	3,3,3,3,4	2,2,2,2,3	2,2,2,2,2	2,2,2,2,2
CHLRE_02g142907v5		0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0
CHLRE_02g142927v5		0.1,0.1,0.1,0.1,0.1	0,0,0,0,0	0,0,0,0.1,0.1	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0.1	0.1,0.1,0.1,0.1,0.1	0,0,0,0,0
CHLRE_02g142947v5		0,0,0.1,0.1,0.1	0,0,0,0.1,0.1	0,0,0,0,0	0,0,0,0,0.1	0.1,0.1,0.1,0.1,0.1	0,0.1,0.1,0.2,0.2	0,0.1,0.1,0.2,0.3	0,0,0,0,0
CHLRE_02g142950v5		18,18,18,18,18	18,18,18,19,19	12,12,12,12,13	16,16,16,16,17	15,17,18,20,21	19,20,21,21,22	24,24,24,24,25	23,23,23,23,24
CHLRE_02g142967v5		0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0
CHLRE_02g142987v5		0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0
CHLRE_02g143000v5		99,99,99,100,100	33,33,34,34,34	67,68,68,69,69	146,146,146,146,146	97,97,98,98,98	83,83,84,85,86	63,63,64,65,65	48,48,49,49,49
CHLRE_02g143007v5		0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0
CHLRE_02g143027v5		0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0.1,0.1,0.1	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0
CHLRE_02g143047v5		0.4,0.4,0.5,0.6,0.7	0.4,0.4,0.4,0.4,0.5	0.3,0.4,0.4,0.4,0.5	0.2,0.2,0.2,0.2,0.2	0.8,0.8,0.8,0.9,0.9	0.7,0.7,0.7,0.7,0.7	0.5,0.6,0.6,0.6,0.6	0.2,0.3,0.4,0.5,0.5
CHLRE_02g143050v5		4572,4579,4586,4593,4601	3694,3704,3715,3725,3736	4143,4229,4315,4401,4487	4149,4266,4384,4501,4619	4524,4555,4586,4617,4648	4263,4336,4410,4484,4557	4448,4448,4448,4448,4448	3768,3801,3834,3867,3900
CHLRE_02g143052v5		1,2,2,2,2	1,1,1,1,1	0.7,0.7,0.8,0.8,0.8	1,1,1,1,2	0.8,1,1,1,2	2,2,2,2,3	3,3,4,4,4	2,2,3,3,3
CHLRE_02g143067v5		0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0
CHLRE_02g143087v5		0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0
CHLRE_02g143107v5		0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0
CHLRE_02g143127v5		0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0.1	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0
CHLRE_02g143147v5		0.2,0.2,0.2,0.2,0.2	0,0.1,0.1,0.2,0.2	0,0.1,0.1,0.1,0.1	0,0.1,0.2,0.3,0.4	0,0,0.1,0.1,0.2	0,0,0,0.1,0.1	0.2,0.2,0.2,0.2,0.2	0.2,0.2,0.2,0.3,0.3
CHLRE_02g143150v5		2,2,2,2,2	2,2,2,2,2	0.6,0.6,0.7,0.7,0.8	0.9,0.9,0.9,1,1	2,2,2,2,2	2,2,2,2,2	3,3,3,3,3	1,1,1,2,2
CHLRE_02g143151v5		1,2,2,2,2	7,7,8,8,8	1,1,1,1,1	0,0,0,0,0	1,1,2,2,2	4,4,5,5,5	5,6,6,6,7	6,6,7,7,7
CHLRE_02g143167v5		0.1,0.1,0.1,0.1,0.1	0.1,0.1,0.1,0.1,0.2	0.1,0.1,0.1,0.1,0.1	0.1,0.1,0.1,0.2,0.2	0.1,0.1,0.1,0.1,0.1	0.1,0.1,0.1,0.1,0.2	0.1,0.1,0.1,0.1,0.1	0.1,0.1,0.1,0.1,0.2
CHLRE_02g143187v5		0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0.1	0,0,0.1,0.1,0.1	0,0,0,0,0	0,0,0,0,0
CHLRE_02g143200v5		67,68,70,72,74	81,81,81,82,82	74,75,75,75,75	86,92,97,103,108	55,56,56,57,58	66,68,70,71,73	73,74,74,74,75	97,99,101,103,104
CHLRE_02g143207v5		0,0,0,0,0.1	0,0,0,0,0	0,0,0,0.1,0.1	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0.1	0,0,0,0,0
CHLRE_02g143227v5		0.2,0.2,0.2,0.2,0.2	0,0,0.1,0.1,0.1	0,0.1,0.1,0.1,0.1	0.2,0.2,0.2,0.2,0.2	0.1,0.1,0.1,0.1,0.2	0.2,0.2,0.3,0.3,0.4	0.1,0.1,0.2,0.2,0.3	0.1,0.1,0.1,0.2,0.2
CHLRE_02g143247v5		0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0
CHLRE_02g143250v5		280,283,286,289,292	403,416,429,442,454	294,295,295,296,297	226,232,237,243,248	210,212,213,215,216	337,342,347,351,356	435,438,440,442,444	296,297,299,300,302
CHLRE_02g143267v5		0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0.1	0,0,0,0,0	0,0,0,0,0
CHLRE_02g143287v5		0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0.1	0,0,0,0,0
